Kennziffer,Raumeinheit,Aggregat,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Pflegeheimplätze,Pflegeheimplätze,Pflegeheimplätze,Pflegeheimplätze,Pflegeheimplätze,Pflegeheimplätze,Pflegeheimplätze,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,SGB II - Quote,SGB II - Quote,SGB II - Quote,SGB II - Quote,SGB II - Quote,SGB II - Quote,Empfänger von Grundsicherung im Alter (Altersarmut),Empfänger von Grundsicherung im Alter (Altersarmut),Empfänger von Grundsicherung im Alter (Altersarmut),Empfänger von Grundsicherung im Alter (Altersarmut),Empfänger von Grundsicherung im Alter (Altersarmut),Empfänger von Grundsicherung im Alter (Altersarmut),Empfänger von Grundsicherung im Alter (Altersarmut),Empfänger von Grundsicherung im Alter (Altersarmut),Erreichbarkeit von Krankenhäusern,Nahversorgung Apotheken  Durchschnittsdistanz,"Nahversorgung Hausärzte, inkl. Kinderärzte  Durchschnittsdistanz",Nahversorgung Grundschulen  Durchschnittsdistanz,Nahversorgung Haltestellen des ÖV  Durchschnittsdistanz,Prognose Bevölkerungsentwicklung (2012-2035),Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Entwicklung Wohnflächennachfrage insgesamt (2015-2030)
,,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2003,2005,2007,2009,2011,2013,2015,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2010,2011,2012,2013,2014,2015,2008,2009,2010,2011,2012,2013,2014,2015,2015,2015,2015,2015,2015,2012-2035,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2015-2030
08326,Schwarzwald-Baar-Kreis,Landkreis,1432.0,1491.0,1492.0,1536.0,1560.0,1619.0,1690.0,1736.0,1761.0,1698.0,1735.0,1817.0,1853.0,1862.0,1898.0,1935.0,801.0,802.0,811.0,833.0,833.0,840.0,860.0,863.0,878.0,917.0,93.2,98.5,100.8,111.9,113.4,111.6,110.4,516.8,520.8,513.1,556.3,614.7,599.1,564.1,534.6,521.5,531.3,569.6,629.7,721.8,772.5,627.0,637.8,733.8,809.8,840.2,865.7,874.3,130.5,130.6,130.2,133.6,133.2,135.3,135.4,136.3,139.0,140.7,5.3,4.8,4.5,4.5,4.6,4.4,14.5,14.3,15.1,16.7,18.3,19.6,19.5,20.3,17.7,1374.5,1149.2,778.9,254.9,-3.4,39.0,38.0,37.0,36.0,35.0,34.0,34.0,33.0,32.0,31.0,30.0,29.0,28.0,27.0,26.0,24.0,7.6
08327,Tuttlingen,Landkreis,1443.0,1534.0,1537.0,1585.0,1599.0,1659.0,1728.0,1773.0,1803.0,1746.0,1798.0,1900.0,1944.0,1956.0,1987.0,2030.0,794.0,797.0,807.0,828.0,831.0,838.0,859.0,860.0,879.0,923.0,63.9,60.1,75.5,81.4,75.0,82.1,83.2,541.0,517.2,520.8,589.4,671.5,680.5,656.4,642.8,594.9,654.3,679.8,731.0,842.1,952.8,717.5,712.4,883.8,963.3,1005.8,1073.2,1053.8,169.9,170.1,172.6,171.8,176.5,180.7,184.0,184.2,188.7,189.6,4.7,4.0,3.9,3.9,3.9,3.6,14.1,13.5,13.7,14.2,16.0,17.1,17.3,17.8,14.8,1584.0,1329.5,947.4,252.4,0.2,36.0,35.0,34.0,33.0,32.0,31.0,31.0,30.0,29.0,28.0,27.0,26.0,25.0,23.0,22.0,20.0,7.9
08335,Konstanz,Landkreis,1310.0,1378.0,1394.0,1446.0,1480.0,1504.0,1534.0,1541.0,1602.0,1579.0,1656.0,1799.0,1842.0,1852.0,1882.0,1922.0,730.0,733.0,739.0,759.0,759.0,764.0,781.0,784.0,796.0,833.0,87.6,90.4,95.5,103.1,107.0,103.2,99.1,452.8,439.5,444.0,504.1,518.8,544.9,540.5,528.5,528.2,583.3,573.4,636.3,699.2,743.5,699.6,613.2,700.7,749.1,768.2,874.4,877.6,137.2,139.1,138.5,141.2,138.8,146.5,149.3,152.0,156.1,159.3,5.6,5.3,5.1,5.0,4.9,4.7,20.0,19.2,19.1,20.4,21.3,22.3,22.8,23.3,8.7,1250.5,922.8,730.2,225.5,7.3,59.0,55.0,52.0,49.0,47.0,46.0,45.0,44.0,43.0,42.0,41.0,40.0,38.0,37.0,35.0,34.0,12.8
08336,Lörrach,Landkreis,1339.0,1408.0,1425.0,1465.0,1495.0,1519.0,1553.0,1572.0,1647.0,1641.0,1731.0,1848.0,1915.0,1953.0,1993.0,2044.0,686.0,687.0,693.0,711.0,709.0,714.0,728.0,731.0,746.0,782.0,77.0,75.0,79.5,81.0,89.3,87.0,93.5,510.0,477.6,478.3,527.8,600.7,594.4,575.5,548.8,552.5,571.7,567.0,605.8,732.2,744.8,622.7,671.2,725.0,826.6,842.7,833.6,936.7,137.4,134.8,127.9,132.2,129.6,133.3,143.2,147.7,152.2,158.8,5.8,5.3,5.0,4.8,4.7,4.4,16.2,14.9,14.6,15.2,15.8,16.5,17.0,18.0,13.2,1149.2,900.2,744.3,283.3,5.2,52.0,49.0,46.0,43.0,41.0,40.0,39.0,39.0,38.0,37.0,36.0,35.0,34.0,32.0,31.0,29.0,12.1
08337,Waldshut,Landkreis,1322.0,1402.0,1402.0,1429.0,1439.0,1459.0,1486.0,1499.0,1569.0,1559.0,1643.0,1761.0,1828.0,1866.0,1905.0,1946.0,655.0,653.0,659.0,676.0,675.0,681.0,695.0,696.0,710.0,750.0,68.8,75.0,85.2,95.9,96.8,100.6,104.4,466.7,474.9,468.8,512.7,550.1,582.2,573.6,523.0,488.6,517.9,536.6,590.4,635.0,671.3,581.6,613.3,679.7,718.8,782.2,802.9,852.2,140.7,141.1,141.1,143.8,145.3,149.1,149.2,151.4,154.7,157.6,4.8,4.2,3.9,3.6,3.5,3.2,12.6,11.8,12.0,13.2,13.9,14.9,15.0,15.9,15.3,1762.2,1412.2,1003.8,298.3,0.3,46.0,43.0,40.0,38.0,37.0,36.0,35.0,35.0,34.0,33.0,32.0,31.0,30.0,28.0,27.0,25.0,10.4
08415,Reutlingen,Landkreis,1435.0,1522.0,1528.0,1564.0,1589.0,1621.0,1658.0,1677.0,1717.0,1667.0,1721.0,1824.0,1864.0,1870.0,1904.0,1946.0,815.0,818.0,827.0,849.0,849.0,857.0,877.0,880.0,896.0,938.0,59.4,63.5,73.0,78.1,80.2,76.9,79.3,532.2,514.1,540.4,611.3,613.4,634.4,630.0,575.2,561.7,633.4,612.9,691.0,754.6,775.2,666.9,664.8,767.9,838.6,848.4,882.1,926.0,133.9,135.6,137.1,139.9,141.0,145.2,147.6,149.4,153.0,154.0,5.2,5.0,4.9,4.9,4.9,4.7,13.8,13.6,14.9,16.5,17.5,18.5,18.6,19.0,11.8,1125.8,856.2,756.4,253.0,3.9,45.0,43.0,40.0,38.0,36.0,35.0,34.0,33.0,33.0,32.0,30.0,29.0,28.0,26.0,25.0,23.0,11.6
08416,Tübingen,Landkreis,1319.0,1388.0,1398.0,1446.0,1472.0,1512.0,1553.0,1574.0,1593.0,1532.0,1576.0,1709.0,1745.0,1762.0,1800.0,1844.0,780.0,783.0,792.0,813.0,813.0,819.0,839.0,842.0,858.0,895.0,55.2,60.6,73.2,55.2,69.5,65.4,66.4,446.9,435.6,436.6,467.3,487.9,510.3,487.5,475.5,482.9,484.3,514.9,576.7,630.8,684.3,596.1,590.4,669.6,739.5,778.1,800.2,825.9,125.0,121.8,123.1,123.8,125.9,131.7,134.4,138.3,143.3,145.8,4.2,3.9,3.8,3.8,3.8,3.7,13.7,13.3,14.0,15.3,17.1,17.3,15.9,18.1,12.9,1027.4,682.1,598.3,230.2,5.2,56.0,52.0,49.0,46.0,44.0,43.0,42.0,41.0,40.0,38.0,37.0,35.0,34.0,32.0,30.0,28.0,11.6
08417,Zollernalbkreis,Landkreis,1514.0,1584.0,1551.0,1571.0,1563.0,1614.0,1675.0,1713.0,1764.0,1724.0,1789.0,1881.0,1929.0,1947.0,1976.0,2024.0,829.0,832.0,841.0,863.0,862.0,869.0,889.0,890.0,904.0,946.0,57.1,58.6,65.4,66.7,81.3,86.4,87.9,545.3,519.5,511.8,587.3,633.9,639.3,584.5,565.4,543.3,577.9,579.1,636.1,710.3,765.7,579.0,640.7,714.3,775.9,814.3,844.8,997.1,126.8,125.9,126.9,132.0,131.1,133.5,134.5,137.0,138.4,138.7,4.9,4.4,4.5,4.6,4.5,4.2,7.3,6.7,7.6,8.7,9.3,10.3,10.1,10.3,11.8,1510.8,1126.9,886.6,262.9,-3.2,42.0,40.0,37.0,35.0,34.0,33.0,32.0,32.0,31.0,30.0,29.0,28.0,27.0,25.0,24.0,22.0,9.1
08421,Ulm,krsfr. Stadt,1486.0,1556.0,1579.0,1652.0,1695.0,1744.0,1791.0,1798.0,1847.0,1795.0,1854.0,2017.0,2070.0,2081.0,2103.0,2142.0,796.0,795.0,801.0,820.0,819.0,822.0,838.0,837.0,850.0,885.0,87.6,83.6,85.6,107.5,115.8,113.8,113.1,611.8,599.3,655.3,668.0,688.8,745.4,681.2,620.0,578.0,671.5,840.8,943.5,1021.0,1062.0,919.2,1024.7,980.7,1216.0,1132.2,971.3,1163.9,211.0,213.1,209.2,209.5,205.0,219.2,221.1,227.5,232.0,231.6,6.3,5.8,5.8,5.5,5.6,5.4,25.4,23.6,26.9,30.8,32.7,34.0,35.4,35.1,4.7,795.4,520.6,485.8,204.2,-2.0,48.0,45.0,43.0,40.0,38.0,37.0,36.0,35.0,34.0,33.0,32.0,30.0,29.0,28.0,26.0,25.0,8.6
08425,Alb-Donau-Kreis,Landkreis,1409.0,1489.0,1453.0,1456.0,1448.0,1492.0,1550.0,1594.0,1622.0,1571.0,1619.0,1715.0,1759.0,1780.0,1814.0,1854.0,734.0,737.0,748.0,771.0,773.0,781.0,802.0,809.0,828.0,873.0,58.0,64.2,74.8,67.7,76.3,75.4,76.7,468.5,403.4,440.7,528.7,542.3,570.5,525.4,538.6,497.2,535.9,565.1,656.1,806.0,816.2,663.1,721.3,807.0,791.9,850.2,892.7,889.4,77.9,77.1,74.7,76.0,79.2,82.0,86.0,89.6,92.0,92.1,2.9,2.6,2.6,2.5,2.5,2.5,12.2,10.2,11.4,11.6,12.5,13.0,12.5,12.4,10.1,1940.8,1477.6,898.2,304.8,3.9,46.0,44.0,41.0,39.0,37.0,36.0,35.0,34.0,34.0,33.0,32.0,31.0,29.0,28.0,26.0,24.0,12.0
08426,Biberach,Landkreis,1306.0,1396.0,1385.0,1399.0,1407.0,1458.0,1517.0,1568.0,1611.0,1572.0,1637.0,1730.0,1779.0,1804.0,1834.0,1867.0,713.0,716.0,725.0,746.0,749.0,758.0,778.0,784.0,802.0,850.0,61.8,63.9,67.1,77.8,80.0,83.1,81.2,500.8,473.8,486.9,524.5,579.5,606.4,589.4,554.4,555.5,646.7,635.8,938.5,899.4,960.1,769.6,772.6,864.6,1009.3,989.5,1075.3,1197.9,129.5,127.8,125.8,128.8,129.9,134.5,137.0,139.4,144.1,146.4,2.7,2.5,2.4,2.4,2.4,2.5,12.1,11.3,12.3,13.2,13.3,14.5,14.9,15.2,12.1,2415.6,1707.1,1082.2,322.4,5.6,51.0,48.0,45.0,43.0,41.0,39.0,38.0,37.0,37.0,36.0,35.0,34.0,32.0,30.0,28.0,26.0,12.5
08435,Bodenseekreis,Landkreis,1398.0,1479.0,1491.0,1542.0,1583.0,1629.0,1684.0,1711.0,1756.0,1714.0,1786.0,1909.0,1966.0,2002.0,2036.0,2084.0,779.0,781.0,790.0,811.0,811.0,818.0,837.0,840.0,857.0,897.0,74.3,72.8,82.2,77.4,79.8,77.5,75.7,492.0,459.5,466.0,541.8,566.8,589.5,561.0,550.6,535.1,574.5,576.3,698.2,799.6,927.3,664.0,746.1,801.6,870.8,943.5,982.5,963.1,132.5,132.3,131.0,132.2,134.0,139.0,148.0,151.8,156.2,157.2,3.5,3.2,3.0,2.9,3.0,2.9,15.6,14.5,15.0,16.1,17.3,18.4,18.0,18.5,10.0,1129.2,987.8,916.9,267.2,9.4,53.0,50.0,47.0,44.0,43.0,42.0,41.0,41.0,40.0,39.0,38.0,37.0,36.0,35.0,33.0,31.0,12.9
08436,Ravensburg,Landkreis,1336.0,1416.0,1419.0,1460.0,1482.0,1528.0,1580.0,1604.0,1645.0,1598.0,1650.0,1762.0,1788.0,1809.0,1843.0,1881.0,714.0,719.0,729.0,748.0,750.0,758.0,777.0,780.0,795.0,838.0,77.2,76.8,83.8,85.8,90.4,91.0,88.1,465.5,440.4,439.6,470.8,517.1,528.3,490.7,472.6,488.5,538.9,558.1,610.2,679.8,715.6,627.3,633.7,702.1,745.8,774.3,784.0,819.2,133.1,134.0,127.5,127.7,131.8,135.2,138.1,138.2,140.7,141.1,3.9,3.4,3.5,3.5,3.5,3.4,16.9,14.6,15.7,17.0,17.3,18.8,18.3,17.7,13.4,1920.7,1476.3,1016.5,401.2,6.3,50.0,47.0,44.0,42.0,40.0,40.0,39.0,39.0,38.0,37.0,36.0,35.0,34.0,33.0,31.0,30.0,13.6
08437,Sigmaringen,Landkreis,1199.0,1268.0,1276.0,1317.0,1348.0,1392.0,1442.0,1478.0,1532.0,1500.0,1572.0,1658.0,1695.0,1711.0,1748.0,1771.0,708.0,712.0,722.0,743.0,745.0,753.0,774.0,779.0,797.0,843.0,60.5,62.3,78.8,70.4,78.0,77.3,79.3,460.8,448.8,416.9,467.9,482.1,505.0,483.8,456.4,446.5,492.5,475.9,577.3,632.5,677.7,589.4,606.0,662.9,729.8,788.8,784.1,816.8,134.3,134.2,135.4,138.7,139.7,146.8,151.1,152.8,154.2,151.8,4.4,3.8,3.9,3.8,3.8,3.6,11.1,10.4,11.3,11.7,11.6,12.5,13.4,14.0,19.5,2065.2,1558.7,1275.5,390.4,-1.9,43.0,40.0,38.0,37.0,36.0,35.0,35.0,34.0,34.0,33.0,33.0,32.0,31.0,29.0,28.0,26.0,11.5
09161,"Ingolstadt, Stadt",krsfr. Stadt,1358.0,1412.0,1435.0,1468.0,1497.0,1517.0,1540.0,1590.0,1621.0,1602.0,1672.0,1704.0,1741.0,1846.0,1879.0,1926.0,767.0,769.0,777.0,795.0,795.0,799.0,817.0,819.0,832.0,861.0,84.2,102.1,105.0,105.4,103.7,90.1,90.5,552.0,523.0,620.2,767.7,1015.5,871.3,819.2,754.7,598.4,570.2,625.2,770.3,718.4,1020.4,989.8,972.4,1149.7,1301.5,1645.4,1339.8,1209.4,130.2,121.7,120.3,122.0,126.4,128.8,129.7,135.3,137.0,140.1,6.5,5.5,5.4,5.2,5.3,4.9,30.4,29.0,29.2,30.7,31.9,32.8,33.6,35.6,8.0,703.1,604.5,693.5,195.2,-2.8,75.0,73.0,70.0,68.0,67.0,66.0,65.0,64.0,64.0,63.0,62.0,61.0,60.0,59.0,58.0,57.0,13.3
09162,"München, Stadt",krsfr. Stadt,1861.0,1935.0,1958.0,1978.0,2004.0,2051.0,2053.0,2096.0,2101.0,2025.0,2062.0,2114.0,2153.0,2196.0,2214.0,2246.0,824.0,824.0,831.0,850.0,847.0,851.0,866.0,865.0,877.0,905.0,53.6,49.8,47.3,52.0,50.8,53.3,51.6,784.9,769.5,722.8,966.1,962.6,971.7,909.3,864.5,833.5,935.1,987.1,1043.2,1237.1,1238.8,1129.1,1094.4,1243.4,1209.4,1417.9,1457.0,1548.0,198.0,194.0,209.5,209.9,210.2,210.7,208.4,208.1,210.0,212.7,6.8,6.5,6.3,6.3,6.3,6.2,37.8,39.1,41.0,43.1,45.5,47.6,49.4,52.0,1.0,369.6,300.7,513.0,215.5,0.6,77.0,73.0,68.0,64.0,62.0,60.0,58.0,57.0,56.0,55.0,53.0,52.0,49.0,46.0,43.0,41.0,12.7
09163,"Rosenheim, Stadt",krsfr. Stadt,1446.0,1485.0,1560.0,1694.0,1840.0,1801.0,1762.0,1728.0,1768.0,1726.0,1768.0,1878.0,1925.0,1824.0,1854.0,1883.0,727.0,727.0,734.0,752.0,754.0,758.0,775.0,778.0,791.0,821.0,70.5,69.7,69.7,68.7,69.7,69.0,66.1,568.0,525.3,530.5,609.2,668.5,668.1,619.7,598.1,610.5,613.7,683.2,781.4,803.1,850.5,804.5,761.7,864.3,899.2,951.9,928.8,982.4,120.9,192.0,191.9,216.2,168.5,176.7,178.0,180.3,187.2,185.1,6.9,6.4,6.4,6.8,7.0,6.6,29.6,27.6,29.1,37.0,36.7,38.3,39.8,41.6,2.2,581.0,541.7,652.9,186.9,3.5,56.0,55.0,53.0,52.0,51.0,50.0,50.0,49.0,48.0,48.0,47.0,46.0,46.0,45.0,44.0,42.0,14.3
09171,Altötting,Landkreis,1276.0,1335.0,1353.0,1406.0,1452.0,1480.0,1527.0,1583.0,1632.0,1607.0,1660.0,1746.0,1807.0,1817.0,1849.0,1878.0,739.0,740.0,747.0,768.0,764.0,770.0,787.0,788.0,803.0,836.0,122.6,122.9,129.0,130.2,127.3,127.5,124.7,559.3,522.2,551.8,587.1,577.9,647.9,610.0,587.2,554.1,643.3,716.2,861.3,905.6,995.3,775.2,980.7,1082.9,831.8,826.6,1147.0,1207.5,88.2,85.1,86.6,93.1,91.3,93.7,97.4,95.5,93.5,92.2,4.0,3.7,3.8,3.9,3.9,3.7,20.2,19.1,19.7,21.0,22.8,24.2,23.4,25.1,10.6,1370.3,1083.2,1219.3,1291.2,0.1,45.0,44.0,42.0,41.0,40.0,40.0,39.0,39.0,38.0,37.0,37.0,36.0,35.0,34.0,32.0,31.0,11.1
09172,Berchtesgadener Land,Landkreis,1339.0,1413.0,1410.0,1438.0,1447.0,1465.0,1507.0,1542.0,1595.0,1573.0,1617.0,1690.0,1731.0,1804.0,1831.0,1860.0,666.0,665.0,671.0,692.0,692.0,698.0,713.0,713.0,725.0,759.0,111.3,115.5,116.7,131.1,132.3,132.8,129.3,444.4,413.2,414.6,431.2,450.9,459.9,446.2,444.9,423.4,427.7,482.4,484.3,546.1,589.8,591.5,568.5,609.2,643.9,654.8,673.0,747.8,114.7,105.4,105.9,108.4,109.0,113.6,115.2,120.6,125.3,127.0,3.3,3.1,3.1,3.2,3.4,3.4,14.6,12.9,14.1,16.1,17.3,17.9,18.5,18.6,10.1,1520.2,1008.7,1360.4,557.3,4.9,53.0,52.0,50.0,49.0,48.0,47.0,47.0,46.0,45.0,45.0,44.0,44.0,43.0,42.0,41.0,39.0,14.6
09173,Bad Tölz-Wolfratshausen,Landkreis,1665.0,1761.0,1745.0,1774.0,1776.0,1806.0,1847.0,1888.0,1943.0,1887.0,1948.0,2056.0,2110.0,2106.0,2133.0,2170.0,765.0,768.0,777.0,798.0,797.0,800.0,818.0,820.0,834.0,872.0,68.2,75.6,82.3,80.7,100.1,95.8,83.4,513.4,481.7,504.1,499.7,534.9,548.3,547.6,537.1,540.1,608.4,540.2,603.9,697.6,717.2,655.7,669.3,713.4,755.8,791.3,863.0,887.7,85.6,78.4,78.6,80.2,81.0,82.4,82.0,88.4,89.6,90.9,3.3,3.0,3.0,2.8,2.8,2.5,13.4,13.1,14.3,16.1,17.1,17.8,18.4,18.3,12.3,1656.5,1183.8,1327.9,378.4,13.2,51.0,51.0,50.0,49.0,48.0,48.0,48.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,46.0,45.0,16.3
09174,Dachau,Landkreis,1541.0,1635.0,1635.0,1662.0,1688.0,1699.0,1726.0,1755.0,1800.0,1766.0,1829.0,1884.0,1925.0,1936.0,1963.0,1980.0,803.0,808.0,821.0,844.0,844.0,852.0,871.0,875.0,892.0,927.0,79.4,79.8,96.8,109.4,110.8,106.5,97.1,551.4,505.5,516.0,564.4,597.8,673.4,627.1,582.8,584.0,618.2,620.4,727.3,801.2,925.3,823.9,775.2,802.5,839.3,869.1,922.1,958.4,86.4,85.0,87.8,90.7,92.3,91.3,94.5,96.7,97.1,101.1,2.6,2.3,2.2,2.2,2.2,2.2,9.6,9.7,9.9,10.8,11.8,12.7,12.7,13.5,13.3,1309.3,1149.2,1360.8,274.7,18.2,67.0,62.0,58.0,55.0,52.0,51.0,49.0,48.0,48.0,46.0,45.0,43.0,41.0,38.0,34.0,31.0,17.6
09175,Ebersberg,Landkreis,1716.0,1787.0,1792.0,1820.0,1847.0,1877.0,1909.0,1954.0,1991.0,1923.0,1983.0,2075.0,2117.0,2124.0,2150.0,2172.0,791.0,793.0,800.0,823.0,825.0,833.0,853.0,858.0,875.0,911.0,68.8,72.2,80.5,79.4,79.6,75.9,82.3,579.2,559.3,522.7,549.3,591.2,651.3,619.4,598.6,642.3,664.9,682.8,722.5,803.6,922.5,864.4,786.6,868.7,925.5,927.3,1001.2,1052.5,64.7,64.2,61.9,66.8,66.5,68.5,69.5,69.8,71.5,71.7,2.0,1.8,1.7,1.8,1.8,1.8,7.5,7.5,8.7,8.4,9.0,9.5,10.0,10.3,11.8,1117.7,1006.0,1036.0,337.8,21.1,64.0,60.0,55.0,52.0,50.0,48.0,47.0,46.0,45.0,44.0,43.0,41.0,38.0,35.0,32.0,29.0,18.4
09176,Eichstätt,Landkreis,1290.0,1341.0,1357.0,1394.0,1438.0,1463.0,1494.0,1543.0,1597.0,1582.0,1664.0,1751.0,1799.0,1881.0,1909.0,1941.0,700.0,705.0,715.0,739.0,741.0,750.0,772.0,779.0,797.0,839.0,61.3,61.2,67.7,69.1,71.2,67.7,64.1,446.7,427.9,434.4,453.6,500.6,501.5,487.5,477.5,488.5,519.6,526.3,566.4,620.7,709.1,678.5,654.5,667.6,760.0,805.6,847.6,908.5,117.4,75.4,76.9,73.9,75.7,78.3,81.0,84.9,86.1,88.9,1.4,1.1,1.0,1.1,1.1,1.1,6.0,5.9,5.4,5.7,5.8,6.6,6.7,6.2,14.5,2345.4,1841.5,1635.8,542.3,8.6,49.0,47.0,45.0,43.0,42.0,41.0,40.0,39.0,38.0,38.0,37.0,36.0,35.0,33.0,32.0,30.0,14.0
09177,Erding,Landkreis,1379.0,1466.0,1484.0,1514.0,1557.0,1582.0,1613.0,1651.0,1704.0,1676.0,1745.0,1833.0,1873.0,1924.0,1948.0,1972.0,696.0,700.0,712.0,736.0,740.0,752.0,773.0,778.0,797.0,839.0,50.1,59.1,62.2,61.3,68.9,69.3,79.0,455.6,424.0,423.8,488.9,521.2,565.8,544.1,517.1,540.1,561.8,573.7,655.0,714.6,828.9,759.7,767.5,828.2,887.5,967.1,1056.0,1085.7,149.7,105.1,75.6,81.2,88.0,90.9,94.1,97.4,100.9,101.3,2.4,2.2,2.0,2.1,2.1,2.1,8.8,8.9,9.2,9.8,10.7,11.9,12.4,12.2,15.2,2182.7,1499.6,1367.1,416.8,19.2,64.0,59.0,55.0,52.0,49.0,48.0,47.0,46.0,45.0,44.0,43.0,41.0,38.0,35.0,32.0,29.0,17.6
09178,Freising,Landkreis,1463.0,1533.0,1532.0,1559.0,1585.0,1594.0,1602.0,1621.0,1667.0,1645.0,1709.0,1808.0,1854.0,1851.0,1887.0,1910.0,757.0,760.0,770.0,792.0,794.0,801.0,822.0,828.0,845.0,887.0,33.9,53.8,54.8,58.6,70.0,68.8,66.6,527.7,499.0,499.2,563.3,636.8,627.0,607.2,594.6,617.5,583.3,640.3,684.7,922.3,884.4,830.1,825.1,941.2,991.6,951.0,1101.6,1118.5,100.2,91.4,93.1,96.0,96.8,100.8,101.1,101.7,105.4,107.1,1.5,1.3,1.5,1.6,1.6,1.5,8.1,8.8,9.3,10.2,10.8,11.2,11.4,11.4,12.4,1469.0,1253.2,1198.3,456.4,17.4,66.0,62.0,58.0,54.0,52.0,50.0,49.0,48.0,47.0,46.0,45.0,43.0,40.0,37.0,34.0,31.0,17.3
09179,Fürstenfeldbruck,Landkreis,1632.0,1691.0,1700.0,1729.0,1755.0,1775.0,1799.0,1841.0,1887.0,1835.0,1895.0,1979.0,2035.0,2020.0,2055.0,2089.0,822.0,825.0,834.0,856.0,854.0,860.0,878.0,881.0,897.0,932.0,56.1,64.7,73.2,82.2,85.8,97.3,86.9,604.5,574.6,556.7,572.6,618.4,660.9,629.7,627.2,624.3,615.1,636.5,709.0,791.7,840.4,778.3,750.9,809.1,848.3,866.4,930.2,985.7,82.9,82.1,82.2,86.6,88.3,89.3,94.6,97.9,99.4,98.1,3.9,3.8,3.8,3.8,3.9,3.9,11.8,12.2,12.6,13.4,13.7,14.4,14.9,15.4,11.7,1018.3,683.2,852.8,271.5,17.2,67.0,63.0,58.0,55.0,52.0,51.0,50.0,49.0,48.0,47.0,45.0,43.0,41.0,38.0,35.0,31.0,17.5
09180,Garmisch-Partenkirchen,Landkreis,1458.0,1526.0,1533.0,1586.0,1615.0,1633.0,1671.0,1700.0,1785.0,1775.0,1863.0,1968.0,2017.0,1910.0,1937.0,1961.0,698.0,700.0,708.0,728.0,728.0,732.0,750.0,751.0,763.0,796.0,114.2,120.2,121.1,119.1,130.9,130.1,130.1,463.1,447.8,447.5,468.5,496.3,510.3,495.8,484.1,450.1,466.7,473.2,516.2,567.3,620.6,630.6,612.2,671.2,710.1,701.3,756.4,817.6,253.7,153.1,147.0,156.3,153.5,133.8,138.2,139.0,138.5,136.8,3.5,3.3,3.3,3.7,3.9,3.9,13.3,13.8,14.7,15.4,15.5,16.9,17.9,18.6,16.4,1210.6,875.1,985.3,558.1,4.5,37.0,37.0,36.0,36.0,35.0,35.0,35.0,35.0,34.0,34.0,34.0,34.0,35.0,34.0,34.0,33.0,12.8
