Kennziffer,Raumeinheit,Aggregat,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Pflegeheimplätze,Pflegeheimplätze,Pflegeheimplätze,Pflegeheimplätze,Pflegeheimplätze,Pflegeheimplätze,Pflegeheimplätze,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,SGB II - Quote,SGB II - Quote,SGB II - Quote,SGB II - Quote,SGB II - Quote,SGB II - Quote,Empfänger von Grundsicherung im Alter (Altersarmut),Empfänger von Grundsicherung im Alter (Altersarmut),Empfänger von Grundsicherung im Alter (Altersarmut),Empfänger von Grundsicherung im Alter (Altersarmut),Empfänger von Grundsicherung im Alter (Altersarmut),Empfänger von Grundsicherung im Alter (Altersarmut),Empfänger von Grundsicherung im Alter (Altersarmut),Empfänger von Grundsicherung im Alter (Altersarmut),Erreichbarkeit von Krankenhäusern,Nahversorgung Apotheken  Durchschnittsdistanz,"Nahversorgung Hausärzte, inkl. Kinderärzte  Durchschnittsdistanz",Nahversorgung Grundschulen  Durchschnittsdistanz,Nahversorgung Haltestellen des ÖV  Durchschnittsdistanz,Prognose Bevölkerungsentwicklung (2012-2035),Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Entwicklung Wohnflächennachfrage insgesamt (2015-2030)
,,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2003,2005,2007,2009,2011,2013,2015,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2010,2011,2012,2013,2014,2015,2008,2009,2010,2011,2012,2013,2014,2015,2015,2015,2015,2015,2015,2012-2035,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2015-2030
09181,Landsberg am Lech,Landkreis,1559.0,1632.0,1594.0,1581.0,1589.0,1635.0,1696.0,1755.0,1795.0,1730.0,1779.0,1882.0,1942.0,1952.0,1982.0,2015.0,696.0,698.0,709.0,732.0,734.0,743.0,765.0,767.0,786.0,825.0,46.3,50.9,49.0,47.9,48.7,54.9,53.0,447.7,420.4,405.9,450.4,487.6,500.4,502.3,480.5,483.7,502.7,543.2,632.8,689.1,741.5,674.0,716.1,761.9,820.0,885.0,900.6,985.3,142.1,125.1,96.5,104.7,100.7,99.0,102.8,106.9,105.9,108.4,2.3,2.1,2.1,2.2,2.2,2.3,10.6,10.9,11.7,12.6,13.8,14.6,15.0,15.1,14.0,2212.5,1283.2,1470.0,527.2,19.3,59.0,55.0,51.0,48.0,46.0,45.0,44.0,43.0,42.0,41.0,40.0,38.0,36.0,33.0,30.0,27.0,17.7
09182,Miesbach,Landkreis,1761.0,1842.0,1827.0,1860.0,1874.0,1952.0,2062.0,2180.0,2183.0,2051.0,2077.0,2197.0,2254.0,2362.0,2393.0,2420.0,735.0,738.0,747.0,765.0,765.0,770.0,789.0,792.0,806.0,840.0,58.9,64.5,72.1,101.3,103.6,101.5,98.8,543.7,499.5,491.3,520.4,566.6,585.8,557.9,570.0,572.4,576.2,606.3,757.1,797.2,828.4,751.6,759.1,808.2,850.0,874.5,936.9,1026.9,105.7,97.1,98.4,102.7,105.2,108.9,110.8,112.2,112.6,112.4,2.4,2.2,2.1,2.2,2.2,2.1,11.5,10.8,12.5,14.3,15.3,16.1,16.7,16.8,14.7,1588.6,1065.9,1423.9,493.5,13.4,43.0,43.0,42.0,41.0,41.0,40.0,40.0,40.0,39.0,39.0,39.0,39.0,39.0,39.0,38.0,37.0,16.7
09183,Mühldorf a.Inn,Landkreis,1346.0,1400.0,1407.0,1447.0,1487.0,1510.0,1551.0,1601.0,1650.0,1610.0,1662.0,1780.0,1823.0,1858.0,1879.0,1895.0,682.0,682.0,696.0,716.0,719.0,728.0,746.0,751.0,767.0,804.0,116.6,139.8,139.0,141.5,146.9,142.9,143.2,437.1,417.4,432.0,485.0,494.2,520.3,569.6,460.9,472.8,501.3,530.3,564.2,645.5,709.0,648.6,657.3,733.9,802.5,800.3,811.9,828.2,76.6,77.4,74.6,75.6,76.6,80.5,80.4,83.9,87.5,88.8,4.7,4.1,4.1,4.2,4.4,4.2,12.4,11.1,11.9,13.6,15.0,16.6,15.8,16.2,15.2,1946.2,1654.6,1585.8,790.8,7.2,50.0,48.0,47.0,46.0,45.0,44.0,43.0,42.0,42.0,41.0,40.0,39.0,38.0,36.0,35.0,33.0,13.7
09184,München,Landkreis,1960.0,2066.0,2060.0,2104.0,2115.0,2195.0,2274.0,2354.0,2381.0,2272.0,2316.0,2422.0,2474.0,2443.0,2487.0,2507.0,855.0,855.0,863.0,883.0,882.0,887.0,907.0,906.0,922.0,954.0,83.7,94.1,97.5,91.8,95.0,100.3,97.4,920.0,924.6,888.6,1063.3,1105.7,1225.6,1203.7,989.8,963.7,1203.4,1291.3,1603.2,1678.0,1914.5,1973.4,1569.7,1961.1,2050.2,2260.1,2106.4,2401.6,134.1,132.9,77.1,81.4,83.0,86.8,87.7,88.8,91.2,91.9,2.5,2.5,2.5,2.6,2.7,2.7,11.0,11.6,12.6,14.4,15.2,16.1,16.8,17.6,12.8,779.2,620.5,805.2,268.6,22.4,68.0,64.0,59.0,56.0,53.0,52.0,50.0,49.0,48.0,47.0,46.0,44.0,41.0,38.0,35.0,32.0,19.2
09185,Neuburg-Schrobenhausen,Landkreis,1281.0,1352.0,1363.0,1402.0,1443.0,1470.0,1511.0,1563.0,1606.0,1571.0,1633.0,1707.0,1752.0,1784.0,1810.0,1837.0,674.0,676.0,686.0,707.0,712.0,720.0,742.0,746.0,760.0,801.0,70.5,73.0,83.5,94.9,96.8,94.4,90.8,421.6,402.3,408.0,441.2,473.3,464.3,475.3,447.7,463.1,456.1,468.7,560.6,631.6,760.6,648.5,639.5,698.5,713.3,747.9,784.9,838.3,83.8,93.1,93.7,97.3,99.6,98.6,104.3,105.7,106.9,108.8,2.4,2.2,2.0,2.1,2.0,1.9,7.9,7.4,7.6,7.8,8.4,9.4,9.8,11.5,9.7,2555.8,1803.6,1790.2,1753.4,9.3,54.0,52.0,50.0,48.0,47.0,46.0,45.0,44.0,43.0,42.0,42.0,41.0,40.0,38.0,37.0,35.0,15.5
09186,Pfaffenhofen a.d.Ilm,Landkreis,1405.0,1507.0,1516.0,1550.0,1576.0,1605.0,1646.0,1697.0,1751.0,1724.0,1796.0,1879.0,1920.0,1936.0,1958.0,1971.0,709.0,709.0,722.0,745.0,747.0,756.0,777.0,781.0,797.0,835.0,57.7,51.3,59.5,77.2,74.5,79.4,79.1,450.1,427.5,443.8,497.5,529.6,541.6,532.4,510.8,503.4,542.5,553.8,627.3,725.3,781.7,744.5,720.7,789.6,779.2,860.2,881.5,968.7,81.5,82.7,83.6,88.1,89.7,94.0,95.7,100.3,95.4,96.3,1.8,1.5,1.3,1.3,1.5,1.4,9.5,8.9,9.3,10.3,10.8,11.6,12.4,12.6,13.1,1921.2,1639.6,1483.1,1275.5,13.3,55.0,53.0,50.0,49.0,47.0,46.0,46.0,45.0,44.0,43.0,42.0,41.0,40.0,38.0,37.0,35.0,16.4
09187,Rosenheim,Landkreis,1437.0,1498.0,1511.0,1567.0,1604.0,1699.0,1836.0,1984.0,1935.0,1806.0,1790.0,1898.0,1945.0,1976.0,2008.0,2030.0,712.0,715.0,725.0,746.0,746.0,754.0,771.0,773.0,788.0,825.0,135.9,136.8,138.9,146.3,145.9,144.7,143.3,446.2,424.0,415.1,461.0,472.4,512.9,489.2,478.5,481.0,497.1,522.8,585.1,660.9,692.2,658.9,646.7,710.7,732.4,785.8,820.9,868.5,98.7,99.7,66.3,63.9,73.4,76.8,78.4,80.3,82.6,81.0,2.7,2.5,2.4,2.3,2.2,2.1,9.9,11.2,10.7,13.6,14.4,15.8,16.6,16.7,12.7,1751.8,1141.4,1318.4,612.5,13.3,58.0,56.0,54.0,53.0,51.0,50.0,50.0,49.0,48.0,47.0,46.0,45.0,44.0,43.0,41.0,39.0,16.3
09188,Starnberg,Landkreis,2387.0,2442.0,2408.0,2440.0,2429.0,2515.0,2618.0,2703.0,2749.0,2623.0,2687.0,2844.0,2900.0,2808.0,2845.0,2888.0,798.0,796.0,804.0,825.0,823.0,826.0,842.0,843.0,857.0,890.0,75.3,84.0,87.6,85.6,85.4,80.3,79.4,689.4,642.3,628.1,673.7,699.1,755.2,705.3,695.3,724.6,882.5,870.3,931.3,1097.8,1131.1,1064.0,1150.7,1099.5,1279.3,1217.1,1222.8,1349.0,80.8,78.4,80.1,85.2,87.0,88.7,92.5,92.1,93.7,95.4,2.3,2.2,2.3,2.2,2.2,2.2,11.1,11.4,12.3,13.6,14.3,15.1,15.7,16.3,9.6,1027.2,857.7,1087.0,356.6,18.4,54.0,50.0,46.0,44.0,42.0,40.0,40.0,39.0,38.0,37.0,36.0,35.0,33.0,30.0,27.0,25.0,18.1
09189,Traunstein,Landkreis,1349.0,1436.0,1442.0,1481.0,1509.0,1534.0,1576.0,1617.0,1684.0,1667.0,1744.0,1825.0,1875.0,1905.0,1929.0,1954.0,692.0,693.0,701.0,720.0,720.0,725.0,742.0,745.0,758.0,794.0,77.1,85.5,90.1,100.2,100.0,110.6,109.5,464.8,474.7,451.6,502.5,498.5,528.9,516.3,483.4,475.3,455.7,489.4,572.8,643.2,672.4,617.3,648.5,782.1,791.4,845.9,887.6,947.8,105.1,95.8,95.0,100.9,101.9,106.0,107.9,110.4,112.5,113.1,3.4,3.0,2.8,3.0,2.9,2.6,13.5,13.3,15.2,15.8,16.9,18.0,17.9,17.2,13.3,1715.3,1433.4,1512.7,638.4,2.4,55.0,53.0,52.0,50.0,49.0,49.0,48.0,47.0,47.0,46.0,45.0,44.0,43.0,42.0,40.0,38.0,12.6
09190,Weilheim-Schongau,Landkreis,1399.0,1451.0,1482.0,1539.0,1591.0,1610.0,1646.0,1676.0,1737.0,1712.0,1779.0,1874.0,1927.0,1879.0,1913.0,1942.0,744.0,745.0,751.0,770.0,770.0,778.0,795.0,794.0,813.0,851.0,71.6,69.4,71.9,72.1,74.3,78.1,82.7,472.0,433.5,429.9,472.6,530.9,534.4,564.8,492.5,533.0,602.7,584.7,619.2,802.6,728.8,617.0,705.9,757.3,1019.5,737.0,832.5,932.3,101.5,90.9,89.8,96.4,95.1,99.7,101.9,104.1,103.7,103.1,2.8,2.8,3.0,3.0,3.2,3.1,11.2,10.5,11.3,12.2,13.1,14.9,14.7,15.3,11.1,1864.3,1157.4,1147.6,491.4,10.0,49.0,48.0,47.0,47.0,46.0,45.0,45.0,45.0,44.0,44.0,44.0,44.0,44.0,43.0,42.0,41.0,15.8
09261,"Landshut, Stadt",krsfr. Stadt,1555.0,1563.0,1587.0,1634.0,1658.0,1663.0,1678.0,1702.0,1751.0,1739.0,1804.0,1835.0,1857.0,2097.0,2103.0,2108.0,723.0,726.0,733.0,755.0,756.0,758.0,777.0,778.0,790.0,826.0,183.6,186.1,190.2,196.9,192.1,185.7,178.0,588.3,567.0,714.1,619.0,655.6,627.5,616.3,550.0,543.6,611.4,639.5,805.5,771.2,835.0,804.1,865.5,867.2,828.7,916.0,1022.1,981.8,409.9,291.1,294.4,303.2,307.3,307.4,310.3,316.6,314.0,304.9,6.4,5.6,5.6,5.5,6.1,5.9,23.3,23.7,23.1,24.4,26.3,28.9,30.2,31.4,2.6,743.0,496.8,788.1,175.2,2.7,79.0,78.0,76.0,74.0,73.0,72.0,72.0,71.0,69.0,68.0,67.0,66.0,65.0,64.0,62.0,60.0,15.1
09262,"Passau, Stadt",krsfr. Stadt,1356.0,1431.0,1448.0,1501.0,1529.0,1500.0,1494.0,1490.0,1511.0,1473.0,1508.0,1615.0,1657.0,1682.0,1705.0,1736.0,697.0,698.0,704.0,723.0,723.0,727.0,741.0,744.0,759.0,793.0,197.5,195.9,206.9,195.4,203.4,201.0,198.9,473.4,536.0,503.8,606.7,624.3,609.2,568.6,544.6,502.5,543.0,615.5,686.4,748.6,812.9,721.1,758.2,779.0,814.6,832.2,888.1,912.5,207.3,221.5,227.7,229.5,218.6,235.3,234.3,234.4,237.2,235.3,7.2,6.6,6.5,6.4,6.7,6.5,22.9,22.6,21.6,22.2,25.6,27.5,28.3,28.9,3.0,824.4,719.4,938.8,185.0,-2.5,43.0,42.0,40.0,38.0,37.0,36.0,36.0,35.0,34.0,33.0,32.0,31.0,31.0,30.0,28.0,27.0,7.9
09263,"Straubing, Stadt",krsfr. Stadt,1369.0,1415.0,1452.0,1514.0,1566.0,1585.0,1602.0,1618.0,1671.0,1638.0,1684.0,1738.0,1771.0,1749.0,1774.0,1795.0,681.0,683.0,689.0,711.0,712.0,714.0,729.0,730.0,746.0,778.0,179.9,193.4,195.9,186.8,199.4,190.1,184.2,523.8,516.6,524.2,523.2,538.6,574.2,583.9,575.4,551.7,585.5,737.1,759.8,872.9,799.2,722.5,827.8,794.3,803.1,855.7,891.0,923.8,381.8,291.1,240.2,243.9,310.9,316.7,322.8,326.4,333.5,321.5,8.7,8.1,8.1,8.1,8.1,7.8,48.0,44.5,45.2,47.6,51.1,54.2,53.5,55.9,3.2,679.5,488.7,800.6,522.9,-0.3,39.0,38.0,36.0,35.0,33.0,33.0,32.0,32.0,31.0,30.0,29.0,28.0,27.0,26.0,25.0,23.0,9.1
09271,Deggendorf,Landkreis,1207.0,1257.0,1276.0,1318.0,1344.0,1377.0,1421.0,1473.0,1516.0,1493.0,1542.0,1632.0,1685.0,1711.0,1749.0,1782.0,631.0,633.0,644.0,664.0,665.0,673.0,693.0,698.0,714.0,753.0,102.2,106.1,104.7,116.0,123.5,129.5,126.2,387.0,416.9,392.9,417.4,463.0,482.4,458.5,434.2,407.3,461.7,438.1,463.3,583.0,644.1,572.9,558.5,647.2,670.2,682.0,751.7,752.3,367.9,217.7,285.1,289.5,293.1,297.3,295.6,301.2,213.1,214.4,4.7,4.2,4.1,4.0,3.7,3.5,16.7,15.8,15.8,16.5,17.2,19.2,19.5,18.9,14.6,2514.0,1547.7,1560.5,529.2,3.5,46.0,44.0,42.0,41.0,39.0,39.0,38.0,37.0,36.0,35.0,34.0,33.0,31.0,30.0,28.0,26.0,10.6
09272,Freyung-Grafenau,Landkreis,1080.0,1134.0,1148.0,1186.0,1220.0,1249.0,1296.0,1345.0,1378.0,1353.0,1394.0,1466.0,1522.0,1580.0,1617.0,1656.0,626.0,629.0,637.0,659.0,661.0,669.0,690.0,698.0,716.0,758.0,67.6,72.9,79.3,90.6,92.4,88.1,95.7,306.9,297.3,319.8,336.7,340.8,366.9,359.3,336.7,303.8,308.2,321.7,359.1,410.7,479.8,427.5,420.0,469.6,495.3,570.9,579.0,581.9,84.8,87.2,84.8,88.0,90.0,89.9,89.8,95.5,94.3,95.4,3.0,2.7,2.6,2.6,2.7,2.4,13.3,11.3,11.1,12.3,12.7,12.9,12.4,12.4,17.0,3063.8,2027.0,2012.6,1269.2,-8.6,34.0,32.0,31.0,30.0,29.0,29.0,29.0,28.0,27.0,27.0,26.0,25.0,24.0,22.0,21.0,19.0,6.6
09273,Kelheim,Landkreis,1282.0,1353.0,1364.0,1408.0,1458.0,1485.0,1533.0,1582.0,1633.0,1603.0,1664.0,1737.0,1779.0,1801.0,1824.0,1834.0,679.0,684.0,697.0,718.0,719.0,729.0,750.0,755.0,772.0,810.0,89.6,94.5,97.4,96.4,96.1,99.5,95.8,413.4,375.5,399.0,415.7,448.8,446.6,425.9,425.0,422.7,435.4,444.1,492.1,583.7,639.9,596.5,650.5,660.6,707.4,746.3,766.7,774.9,107.9,82.9,75.6,76.9,77.1,79.8,81.4,82.3,83.7,82.8,2.3,1.8,1.7,1.8,1.7,1.8,8.4,7.5,7.9,8.3,9.4,10.7,10.3,11.6,14.2,2290.0,2052.4,1620.2,785.6,6.5,38.0,37.0,35.0,34.0,33.0,32.0,32.0,32.0,31.0,30.0,30.0,28.0,27.0,26.0,24.0,23.0,11.1
09274,Landshut,Landkreis,1262.0,1334.0,1351.0,1405.0,1457.0,1482.0,1524.0,1573.0,1639.0,1630.0,1709.0,1800.0,1841.0,1862.0,1885.0,1896.0,658.0,664.0,674.0,696.0,698.0,709.0,732.0,738.0,757.0,797.0,68.8,71.8,70.9,72.7,78.4,78.0,81.6,479.0,432.8,490.3,487.2,520.0,527.8,466.9,453.6,464.2,525.7,508.2,556.2,677.1,758.4,730.8,699.0,751.1,669.9,867.9,886.8,943.7,71.5,70.9,72.9,76.6,76.7,79.3,84.0,87.9,88.9,91.2,2.1,1.9,1.8,1.9,2.0,2.0,7.2,7.3,7.3,8.0,8.7,9.1,8.9,9.7,13.9,2296.9,2218.3,1723.7,671.5,9.9,43.0,42.0,41.0,40.0,39.0,39.0,38.0,38.0,37.0,36.0,35.0,34.0,33.0,32.0,30.0,28.0,14.8
09275,Passau,Landkreis,1168.0,1229.0,1236.0,1276.0,1317.0,1354.0,1422.0,1485.0,1505.0,1459.0,1489.0,1576.0,1627.0,1676.0,1708.0,1732.0,657.0,661.0,670.0,690.0,691.0,700.0,719.0,722.0,737.0,775.0,88.1,91.8,96.7,103.8,115.2,120.2,114.6,347.2,319.5,347.2,358.6,373.3,388.6,372.0,353.5,355.8,364.5,411.8,420.6,494.3,547.0,508.8,498.1,551.7,574.5,612.2,652.6,678.4,62.7,59.7,60.3,61.2,61.5,64.8,65.2,67.3,65.2,66.1,4.0,3.5,3.3,3.4,3.5,3.4,12.8,12.2,12.7,13.1,14.4,14.4,15.0,15.1,12.5,2236.7,1809.5,1939.0,581.0,-1.1,36.0,35.0,33.0,32.0,31.0,31.0,30.0,30.0,29.0,28.0,27.0,26.0,25.0,24.0,22.0,20.0,9.7
09276,Regen,Landkreis,1100.0,1161.0,1175.0,1214.0,1244.0,1262.0,1295.0,1338.0,1387.0,1378.0,1435.0,1530.0,1584.0,1611.0,1653.0,1688.0,645.0,644.0,650.0,671.0,673.0,679.0,697.0,699.0,714.0,747.0,68.3,76.6,85.8,96.7,99.4,102.2,105.7,324.7,311.4,338.8,368.5,373.7,385.1,377.5,371.5,372.4,378.8,406.2,455.9,494.4,574.2,473.1,481.8,567.1,609.4,617.5,628.3,673.6,95.4,103.7,101.1,96.6,96.6,98.7,100.0,102.0,101.6,102.2,3.5,3.1,3.0,3.1,3.0,3.0,10.0,9.2,9.6,10.2,9.2,10.3,9.9,11.2,12.7,2297.3,1847.1,1584.1,632.4,-8.3,31.0,30.0,29.0,28.0,27.0,27.0,26.0,26.0,25.0,24.0,24.0,23.0,22.0,21.0,19.0,18.0,6.5
09277,Rottal-Inn,Landkreis,1223.0,1277.0,1293.0,1342.0,1396.0,1421.0,1467.0,1518.0,1567.0,1536.0,1591.0,1674.0,1710.0,1756.0,1783.0,1805.0,623.0,625.0,632.0,652.0,654.0,662.0,680.0,684.0,702.0,741.0,102.1,105.9,101.9,110.2,120.4,116.1,120.0,400.2,379.2,375.4,396.5,412.3,423.4,427.0,403.4,399.3,433.8,447.2,474.0,545.7,587.4,572.5,606.8,609.3,620.3,654.4,718.0,780.8,89.1,89.6,91.2,92.0,92.0,94.0,95.2,96.0,95.6,97.7,3.3,3.0,2.9,3.0,3.1,3.1,11.8,10.8,11.4,11.5,12.8,13.2,13.0,14.0,14.0,2807.7,2197.4,1921.9,779.9,2.4,45.0,43.0,42.0,41.0,41.0,40.0,40.0,39.0,39.0,38.0,37.0,36.0,35.0,33.0,32.0,30.0,12.3
09278,Straubing-Bogen,Landkreis,1158.0,1215.0,1234.0,1283.0,1345.0,1367.0,1406.0,1453.0,1502.0,1473.0,1535.0,1631.0,1672.0,1737.0,1764.0,1791.0,600.0,604.0,614.0,635.0,637.0,647.0,669.0,676.0,692.0,731.0,51.5,53.3,54.8,56.9,68.9,69.2,67.8,321.8,306.9,311.8,334.1,350.9,379.1,359.7,360.7,372.1,389.0,396.8,433.2,488.4,539.9,517.8,537.7,598.2,670.1,682.0,709.3,784.2,93.4,94.3,55.8,58.1,58.0,61.3,62.8,66.4,67.4,67.8,2.6,2.1,2.3,2.4,2.5,2.4,10.4,9.6,10.1,10.2,10.9,11.4,10.6,10.6,13.2,3151.0,1864.1,1828.0,1045.8,1.1,42.0,40.0,39.0,37.0,36.0,36.0,35.0,35.0,34.0,33.0,31.0,30.0,29.0,27.0,25.0,23.0,10.5
09279,Dingolfing-Landau,Landkreis,1283.0,1350.0,1355.0,1392.0,1439.0,1463.0,1506.0,1562.0,1611.0,1572.0,1618.0,1686.0,1723.0,1837.0,1850.0,1882.0,666.0,668.0,676.0,697.0,699.0,707.0,729.0,736.0,753.0,792.0,61.5,70.3,72.1,71.0,82.1,86.5,83.8,546.5,500.7,536.7,671.7,609.8,541.7,514.3,561.4,471.6,593.4,663.5,670.9,711.0,795.8,781.9,1050.8,1625.1,1371.7,1647.6,1965.0,1731.3,112.2,110.7,111.5,110.0,104.7,107.4,108.4,111.6,110.2,113.7,2.5,2.2,2.1,1.9,2.0,1.9,9.8,8.7,8.6,8.8,8.7,9.7,10.5,11.0,10.8,2314.7,1788.5,2206.4,1750.2,0.0,40.0,39.0,38.0,37.0,36.0,36.0,36.0,35.0,34.0,34.0,33.0,32.0,31.0,30.0,28.0,27.0,11.0
09361,"Amberg, Stadt",krsfr. Stadt,1331.0,1356.0,1368.0,1407.0,1436.0,1470.0,1518.0,1565.0,1583.0,1553.0,1574.0,1698.0,1764.0,1725.0,1772.0,1804.0,723.0,723.0,729.0,743.0,742.0,744.0,754.0,752.0,764.0,803.0,122.4,156.7,157.4,159.7,163.9,167.3,166.3,456.0,464.9,457.1,501.7,511.5,503.1,510.9,492.5,476.3,455.4,571.3,549.8,731.4,805.1,577.4,617.0,688.3,821.1,878.4,855.7,934.6,159.0,160.3,168.9,172.5,169.4,176.4,182.1,183.4,185.4,186.3,9.7,8.1,7.8,7.6,7.6,7.5,30.7,27.9,28.2,29.7,31.8,33.9,34.6,34.6,1.9,848.3,603.3,746.1,236.9,-3.0,35.0,35.0,34.0,34.0,33.0,33.0,33.0,33.0,32.0,31.0,30.0,29.0,28.0,27.0,26.0,24.0,7.7
09362,"Regensburg, Stadt",krsfr. Stadt,1488.0,1549.0,1556.0,1585.0,1591.0,1609.0,1617.0,1640.0,1668.0,1648.0,1699.0,1734.0,1771.0,1754.0,1770.0,1790.0,720.0,719.0,725.0,745.0,743.0,748.0,763.0,762.0,772.0,804.0,112.6,126.1,127.6,129.6,125.6,133.5,130.7,607.4,597.3,683.9,702.7,715.2,830.0,687.8,633.3,583.7,702.1,725.4,852.1,930.5,1030.7,900.2,1062.5,1028.8,1442.5,1288.8,1339.0,1424.8,337.8,220.6,252.6,256.0,251.8,255.1,257.7,261.1,262.1,236.1,8.1,7.0,6.6,6.4,6.2,5.9,33.4,32.9,34.5,37.2,39.3,41.8,43.2,45.6,2.2,532.7,445.7,716.6,193.1,-2.9,83.0,81.0,78.0,76.0,74.0,73.0,73.0,72.0,71.0,70.0,68.0,67.0,65.0,64.0,63.0,62.0,13.4
09363,"Weiden i.d.OPf., Stadt",krsfr. Stadt,1413.0,1472.0,1480.0,1506.0,1500.0,1491.0,1490.0,1493.0,1539.0,1521.0,1565.0,1616.0,1673.0,1662.0,1692.0,1739.0,674.0,677.0,680.0,699.0,697.0,697.0,713.0,716.0,729.0,763.0,104.7,157.7,157.6,161.7,162.7,166.6,160.3,541.2,583.4,583.5,698.6,689.4,711.4,725.1,657.8,645.0,596.2,682.4,777.2,695.1,765.3,669.8,661.4,751.9,700.3,724.2,789.4,828.2,123.3,209.0,165.3,163.6,163.2,164.1,161.9,165.1,169.8,161.7,13.1,12.0,11.5,11.4,11.1,10.0,39.3,35.5,35.5,38.8,42.6,44.4,42.4,41.5,1.1,831.3,651.9,757.3,192.1,-8.1,52.0,52.0,52.0,52.0,51.0,51.0,50.0,50.0,49.0,48.0,46.0,45.0,44.0,43.0,42.0,40.0,7.5
09371,Amberg-Sulzbach,Landkreis,1142.0,1208.0,1227.0,1266.0,1297.0,1323.0,1341.0,1383.0,1432.0,1417.0,1477.0,1573.0,1631.0,1688.0,1725.0,1763.0,694.0,696.0,703.0,720.0,721.0,727.0,747.0,749.0,764.0,802.0,110.1,114.5,126.2,132.8,135.2,134.3,133.7,346.9,337.0,353.5,363.3,382.5,356.3,394.1,376.1,358.7,387.0,372.5,407.4,514.1,569.0,480.0,507.3,545.7,562.1,604.9,651.6,692.6,58.1,57.9,61.2,62.5,62.5,63.4,65.3,67.6,69.4,68.6,3.4,2.9,2.7,2.8,2.8,2.5,8.7,8.4,8.6,9.1,9.7,10.4,10.3,11.1,14.7,2778.5,1631.0,1807.5,1965.9,-8.5,21.0,21.0,20.0,20.0,20.0,20.0,20.0,19.0,19.0,18.0,17.0,17.0,16.0,14.0,13.0,12.0,3.5
09372,Cham,Landkreis,1134.0,1186.0,1201.0,1245.0,1284.0,1310.0,1355.0,1408.0,1460.0,1441.0,1497.0,1592.0,1642.0,1664.0,1703.0,1741.0,600.0,603.0,613.0,633.0,635.0,643.0,662.0,666.0,683.0,723.0,88.6,97.4,102.0,98.1,107.0,110.0,114.3,312.5,305.8,353.6,360.0,387.1,395.4,397.4,368.8,387.6,407.9,434.7,453.6,506.7,553.6,496.8,498.0,595.3,621.9,624.0,660.6,722.7,140.3,139.1,86.8,87.8,86.5,89.6,89.1,92.8,92.6,92.6,2.2,2.0,2.1,2.3,2.2,2.0,8.6,8.2,7.9,8.8,8.7,10.1,10.2,10.8,17.0,3206.8,1964.9,1897.1,818.8,-6.2,35.0,34.0,32.0,31.0,30.0,30.0,29.0,29.0,29.0,28.0,28.0,27.0,25.0,24.0,22.0,21.0,5.8
