Kennziffer,Raumeinheit,Aggregat,Einwohner 15-65,Einwohner 15-65,Einwohner 15-65,Einwohner 15-65,Einwohner 15-65,Einwohner 15-65,Einwohner 15-65,Einwohner gesamt,Einwohner gesamt,Einwohner gesamt,Einwohner gesamt,Einwohner gesamt,Einwohner gesamt,Einwohner gesamt,Erwerbspersonen gesamt,Erwerbspersonen gesamt,Erwerbspersonen gesamt,Erwerbspersonen gesamt,Erwerbspersonen gesamt,Erwerbstätige gesamt,Erwerbstätige gesamt,Erwerbstätige gesamt,Erwerbstätige gesamt,Erwerbstätige gesamt,Fläche
07131,Ahrweiler,Landkreis,80799.0000,80956.0000,81079.0000,81134.0000,81625.0000,81828.0000,81633.0000,125951.0000,125837.0000,126102.0000,126643.0000,127770.0000,128455.0000,128914.0000,64215.0000,64790.0000,64733.0000,65927.0000,66540.0000,41931.0000,42534.0000,43479.0000,44184.0000,45149.0000,786.9800
07132,Altenkirchen (Westerwald),Landkreis,85204.0000,85032.0000,84605.0000,84170.0000,84437.0000,83796.0000,83230.0000,129962.0000,129166.0000,128373.0000,128228.0000,129171.0000,128961.0000,128791.0000,68913.0000,68793.0000,69351.0000,69368.0000,70039.0000,44587.0000,45102.0000,45775.0000,46477.0000,47263.0000,642.0000
07133,Bad Kreuznach,Landkreis,101527.0000,101638.0000,101359.0000,101216.0000,101374.0000,100964.0000,100401.0000,155404.0000,155306.0000,155297.0000,155944.0000,156821.0000,157392.0000,157549.0000,81086.0000,81262.0000,82099.0000,82486.0000,83381.0000,53741.0000,54312.0000,55932.0000,56861.0000,57603.0000,863.7700
07134,Birkenfeld,Landkreis,53416.0000,52608.0000,52233.0000,52011.0000,51875.0000,51741.0000,51439.0000,82323.0000,81135.0000,80673.0000,80591.0000,80615.0000,80799.0000,80728.0000,43057.0000,42849.0000,42853.0000,42913.0000,43133.0000,28046.0000,28285.0000,28576.0000,28846.0000,29339.0000,776.5900
07135,Cochem-Zell,Landkreis,41148.0000,40938.0000,40808.0000,39994.0000,40245.0000,39702.0000,39361.0000,63890.0000,63475.0000,63202.0000,62041.0000,62391.0000,61864.0000,61662.0000,33412.7114,33457.6656,33667.8447,33168.0000,33068.0000,22395.5022,22728.3494,23412.9469,22983.0000,22931.0000,692.3300
07137,Mayen-Koblenz,Landkreis,139164.0000,139257.0000,139072.0000,139061.0000,139527.0000,139449.0000,138927.0000,210246.0000,210035.0000,209785.0000,210441.0000,211925.0000,212968.0000,213554.0000,111077.0000,111382.0000,114204.0000,113724.0000,114760.0000,73410.0000,74309.0000,76595.0000,77848.0000,78677.0000,817.2500
07138,Neuwied,Landkreis,117160.0000,116906.0000,116833.0000,116467.0000,117121.0000,117084.0000,116499.0000,180497.0000,179812.0000,179454.0000,179317.0000,180655.0000,181537.0000,181655.0000,92901.0000,93469.0000,93898.0000,94629.0000,95373.0000,62233.0000,62789.0000,64156.0000,65003.0000,66249.0000,626.9000
07140,Rhein-Hunsrück-Kreis,Landkreis,67003.0000,66604.0000,66468.0000,66932.0000,67203.0000,67013.0000,66608.0000,101639.0000,101002.0000,100770.0000,101945.0000,102529.0000,103026.0000,102938.0000,54529.5680,54573.2502,54707.0426,56102.0000,56944.0000,35481.4409,35776.2430,36695.7527,38067.0000,39301.0000,991.1300
07141,Rhein-Lahn-Kreis,Landkreis,80020.0000,79584.0000,79199.0000,78885.0000,80135.0000,78874.0000,78297.0000,122609.0000,121838.0000,121375.0000,121487.0000,123543.0000,122553.0000,122381.0000,64191.0000,64225.0000,64628.0000,64452.0000,64712.0000,42159.0000,42484.0000,43757.0000,44171.0000,44766.0000,782.3000
07143,Westerwaldkreis,Landkreis,132538.0000,132207.0000,132051.0000,131957.0000,132304.0000,132006.0000,131510.0000,199691.0000,198852.0000,198704.0000,199131.0000,200302.0000,201027.0000,201039.0000,107783.0000,107736.0000,107595.0000,109341.0000,110479.0000,71370.0000,72203.0000,73419.0000,74705.0000,75721.0000,988.9600
07211,"Trier, Stadt",krsfr. Stadt,74980.0000,75350.0000,76003.0000,76768.0000,81619.0000,77711.0000,77474.0000,106284.0000,106544.0000,107233.0000,108472.0000,114914.0000,110111.0000,110013.0000,53078.0000,53692.0000,55193.0000,55557.0000,56483.0000,29051.0000,29665.0000,30280.0000,31302.0000,32165.0000,117.1300
07231,Bernkastel-Wittlich,Landkreis,73799.0000,73114.0000,72956.0000,72831.0000,73121.0000,72654.0000,72201.0000,112308.0000,110833.0000,110643.0000,110981.0000,111828.0000,112006.0000,112134.0000,60653.7959,60206.0000,60026.0000,61039.0000,61557.0000,39452.7652,39325.0000,40405.0000,40963.0000,41687.0000,1167.5700
07232,Eifelkreis Bitburg-Prüm,Landkreis,63576.0000,63972.0000,64249.0000,64284.0000,64687.0000,64883.0000,64576.0000,95751.0000,95946.0000,96158.0000,96408.0000,97180.0000,98021.0000,98213.0000,49240.0000,49757.0000,49576.0000,50816.0000,51577.0000,27045.0000,27459.0000,28354.0000,28899.0000,29290.0000,1626.2300
07233,Vulkaneifel,Landkreis,39561.0000,39351.0000,39167.0000,39130.0000,39162.0000,39001.0000,38671.0000,61533.0000,61073.0000,60765.0000,60775.0000,60794.0000,60757.0000,60705.0000,31730.0000,32121.0000,32542.0000,32594.0000,32809.0000,20221.0000,20593.0000,21157.0000,21420.0000,21807.0000,911.0200
07235,Trier-Saarburg,Landkreis,95339.0000,96619.0000,96745.0000,96995.0000,98535.0000,97901.0000,97630.0000,142494.0000,143893.0000,144337.0000,145227.0000,147999.0000,147833.0000,148532.0000,75690.6071,77022.0000,77639.0000,78480.0000,79264.0000,41895.8479,42965.0000,44010.0000,44545.0000,44971.0000,1101.4900
07311,"Frankenthal (Pfalz), Stadt",krsfr. Stadt,29894.0000,30357.0000,30542.0000,30764.0000,30998.0000,30875.0000,30582.0000,46617.0000,47035.0000,47332.0000,47724.0000,48363.0000,48445.0000,48417.0000,23547.0000,23641.0000,23900.0000,24112.0000,23950.0000,16127.0000,16507.0000,16730.0000,16558.0000,16365.0000,43.7600
07312,"Kaiserslautern, Stadt",krsfr. Stadt,66049.0000,66423.0000,66638.0000,66593.0000,67214.0000,67568.0000,67504.0000,96963.0000,97112.0000,97162.0000,97382.0000,98520.0000,99302.0000,99684.0000,49553.0000,50131.0000,51028.0000,51125.0000,51487.0000,31409.0000,31785.0000,32004.0000,32576.0000,33705.0000,139.7400
07313,"Landau in der Pfalz, Stadt",krsfr. Stadt,29548.0000,29775.0000,29999.0000,30510.0000,31107.0000,31564.0000,31727.0000,43476.0000,43641.0000,43825.0000,44465.0000,45362.0000,46006.0000,46292.0000,22608.0000,22804.0000,23280.0000,23699.0000,24135.0000,14802.0000,15051.0000,15555.0000,15885.0000,16386.0000,82.9600
07314,"Ludwigshafen am Rhein, Stadt",krsfr. Stadt,104511.0000,106191.0000,107149.0000,108432.0000,108563.0000,109511.0000,110626.0000,158637.0000,160179.0000,161518.0000,163832.0000,164718.0000,166621.0000,168497.0000,80520.0000,81157.0000,82511.0000,84563.0000,85935.0000,54855.0000,56359.0000,58062.0000,59622.0000,61241.0000,77.5500
07315,"Mainz, kreisfreie Stadt",krsfr. Stadt,141003.0000,142269.0000,143365.0000,145229.0000,147010.0000,149648.0000,150607.0000,201002.0000,202756.0000,204268.0000,206991.0000,209779.0000,213528.0000,215110.0000,103482.0000,105379.0000,108738.0000,110151.0000,112009.0000,70621.0000,72342.0000,73668.0000,75206.0000,77351.0000,97.7400
07316,"Neustadt an der Weinstraße, Stadt",krsfr. Stadt,33503.0000,33583.0000,33735.0000,33641.0000,33877.0000,33714.0000,33568.0000,52322.0000,52268.0000,52400.0000,52564.0000,52999.0000,53209.0000,53353.0000,27148.0000,27148.0000,27576.0000,27772.0000,28101.0000,17663.0000,18034.0000,18418.0000,18967.0000,19339.0000,117.1000
07317,"Pirmasens, Stadt",krsfr. Stadt,25581.0000,25365.0000,25289.0000,25247.0000,25121.0000,25285.0000,25294.0000,40655.0000,40267.0000,40101.0000,40046.0000,40125.0000,40416.0000,40632.0000,20680.0000,20560.0000,20538.0000,20505.0000,20550.0000,12598.0000,12666.0000,13091.0000,13145.0000,13399.0000,61.3700
07318,"Speyer, Stadt",krsfr. Stadt,32617.0000,32727.0000,32667.0000,32535.0000,32730.0000,32809.0000,32977.0000,49712.0000,49764.0000,49740.0000,49855.0000,50284.0000,50551.0000,50931.0000,26112.0000,26229.0000,26375.0000,26781.0000,27005.0000,17698.0000,17994.0000,18399.0000,18605.0000,18819.0000,42.6000
07319,"Worms, Stadt",krsfr. Stadt,52718.0000,52990.0000,53347.0000,53634.0000,54257.0000,54152.0000,54312.0000,79526.0000,79727.0000,80296.0000,81010.0000,82102.0000,82595.0000,83081.0000,42567.0000,42892.0000,43512.0000,43669.0000,44145.0000,29111.0000,29471.0000,29761.0000,30421.0000,31299.0000,108.7300
07320,"Zweibrücken, Stadt",krsfr. Stadt,22261.0000,22293.0000,22259.0000,22172.0000,22254.0000,22315.0000,22093.0000,34161.0000,34064.0000,34084.0000,34011.0000,34260.0000,34428.0000,34270.0000,17612.0000,17628.0000,17823.0000,17914.0000,17957.0000,11484.0000,11791.0000,11886.0000,11965.0000,12209.0000,70.6400
07331,Alzey-Worms,Landkreis,84968.0000,85076.0000,85192.0000,85439.0000,85985.0000,85891.0000,85401.0000,125109.0000,125173.0000,125213.0000,125998.0000,127274.0000,128197.0000,128519.0000,67336.0000,67510.0000,68848.0000,68667.0000,69379.0000,46733.0000,47352.0000,48265.0000,48994.0000,50016.0000,588.1500
07332,Bad Dürkheim,Landkreis,85143.0000,85266.0000,85377.0000,85191.0000,85249.0000,85060.0000,84355.0000,130920.0000,130927.0000,131041.0000,131530.0000,132203.0000,132960.0000,132739.0000,67802.0000,67717.0000,67674.0000,69258.0000,70056.0000,46219.0000,46797.0000,48039.0000,48922.0000,49713.0000,594.7600
07333,Donnersbergkreis,Landkreis,50480.0000,50473.0000,50167.0000,49910.0000,49897.0000,49538.0000,49000.0000,75822.0000,75508.0000,75192.0000,74962.0000,75230.0000,75203.0000,75102.0000,40603.0000,40580.0000,40759.0000,40798.0000,41006.0000,27565.0000,27699.0000,28435.0000,28679.0000,29043.0000,645.5200
07334,Germersheim,Landkreis,84440.0000,85068.0000,85363.0000,85639.0000,85936.0000,85987.0000,85617.0000,124294.0000,124889.0000,125434.0000,126266.0000,127303.0000,128205.0000,128477.0000,69688.0000,69735.0000,70935.0000,71567.0000,72481.0000,48093.0000,48900.0000,50313.0000,51247.0000,51986.0000,463.3500
07335,Kaiserslautern,Landkreis,69434.0000,69311.0000,69038.0000,68847.0000,69025.0000,68883.0000,68419.0000,104910.0000,104443.0000,104117.0000,104288.0000,104966.0000,105504.0000,105649.0000,54626.0000,54758.0000,54397.0000,54894.0000,55169.0000,36691.0000,36845.0000,37317.0000,37809.0000,38570.0000,639.8800
07336,Kusel,Landkreis,47763.0000,47497.0000,47016.0000,46605.0000,46403.0000,45953.0000,45453.0000,72458.0000,71766.0000,71098.0000,70883.0000,70997.0000,70899.0000,70764.0000,38301.0000,38193.0000,37784.0000,37699.0000,37472.0000,25737.0000,25808.0000,26163.0000,26183.0000,26402.0000,573.2900
07337,Südliche Weinstraße,Landkreis,71358.0000,71880.0000,71995.0000,72160.0000,72328.0000,72028.0000,71289.0000,108300.0000,108752.0000,109026.0000,109735.0000,110526.0000,110885.0000,110622.0000,56373.0000,56977.0000,58195.0000,58204.0000,59127.0000,38360.0000,39201.0000,40134.0000,41162.0000,41765.0000,639.8300
07338,Rhein-Pfalz-Kreis,Landkreis,96592.0000,97234.0000,97583.0000,97688.0000,98281.0000,98498.0000,98250.0000,147341.0000,148079.0000,149068.0000,150051.0000,151546.0000,153043.0000,153629.0000,81458.0000,81651.0000,82054.0000,84107.0000,85207.0000,55264.0000,56315.0000,57783.0000,58827.0000,59656.0000,304.9200
07339,Mainz-Bingen,Landkreis,134923.0000,135660.0000,136306.0000,136209.0000,138538.0000,137799.0000,137269.0000,201264.0000,202222.0000,203338.0000,204514.0000,208749.0000,209184.0000,209785.0000,108626.0000,109725.0000,111302.0000,111845.0000,112831.0000,75702.0000,76855.0000,78431.0000,79494.0000,80522.0000,605.7700
07340,Südwestpfalz,Landkreis,64114.0000,63715.0000,63300.0000,62869.0000,62583.0000,61835.0000,60926.0000,98008.0000,97180.0000,96599.0000,96410.0000,96474.0000,95957.0000,95474.0000,52003.0000,52279.0000,52245.0000,51943.0000,52006.0000,34984.0000,35277.0000,35631.0000,35973.0000,36118.0000,953.6500
08111,Stuttgart,krsfr. Stadt,404753.0000,410822.0000,416246.0000,422169.0000,431226.0000,433863.0000,437257.0000,591015.0000,597939.0000,604297.0000,612441.0000,623738.0000,628032.0000,632743.0000,294020.0000,297554.0000,305186.0000,312410.0000,318468.0000,209066.0000,216883.0000,222196.0000,228667.0000,235949.0000,207.3500
08115,Böblingen,Landkreis,238615.0000,240796.0000,243301.0000,245804.0000,250643.0000,252918.0000,254886.0000,364458.0000,367208.0000,370392.0000,374279.0000,381281.0000,385888.0000,389548.0000,195565.0000,196769.0000,197947.0000,201815.0000,205451.0000,139157.0000,142480.0000,146150.0000,149903.0000,154574.0000,617.8200
08116,Esslingen,Landkreis,330446.0000,333706.0000,336343.0000,339442.0000,345020.0000,348202.0000,350113.0000,504961.0000,508577.0000,512279.0000,516779.0000,524127.0000,528792.0000,532447.0000,271970.0000,274393.0000,276944.0000,281642.0000,286407.0000,192079.0000,196275.0000,200654.0000,205782.0000,211229.0000,641.4600
08117,Göppingen,Landkreis,160520.0000,161246.0000,162283.0000,163086.0000,164767.0000,165354.0000,166087.0000,247194.0000,247835.0000,248813.0000,250117.0000,252749.0000,254618.0000,256345.0000,131824.0000,132057.0000,134929.0000,134533.0000,136513.0000,90082.0000,91942.0000,93400.0000,95672.0000,97539.0000,642.3600
08118,Ludwigsburg,Landkreis,337402.0000,341223.0000,344644.0000,347630.0000,352919.0000,354474.0000,356810.0000,512086.0000,516748.0000,521633.0000,526377.0000,534074.0000,537902.0000,542630.0000,277486.0000,278562.0000,281821.0000,289048.0000,293689.0000,197194.0000,202106.0000,206979.0000,211961.0000,217969.0000,686.8400
08119,Rems-Murr-Kreis,Landkreis,265699.0000,267119.0000,269003.0000,270779.0000,274739.0000,275992.0000,276576.0000,407150.0000,408827.0000,411025.0000,414016.0000,419456.0000,422698.0000,424878.0000,218185.0000,220124.0000,225103.0000,225171.0000,228755.0000,151613.0000,154684.0000,159100.0000,162715.0000,166451.0000,858.1500
08121,Heilbronn,krsfr. Stadt,76075.0000,76782.0000,77314.0000,78604.0000,80825.0000,81608.0000,82554.0000,116716.0000,117531.0000,118122.0000,119841.0000,122567.0000,123771.0000,125113.0000,61967.0000,62693.0000,64364.0000,64777.0000,65821.0000,42974.0000,43995.0000,44634.0000,46102.0000,47844.0000,99.8800
08125,Heilbronn,Landkreis,215979.0000,217647.0000,218595.0000,220838.0000,224531.0000,225832.0000,227210.0000,323168.0000,324543.0000,326035.0000,329250.0000,334388.0000,337571.0000,340772.0000,179128.0000,180535.0000,184342.0000,185989.0000,188839.0000,126350.0000,129371.0000,131970.0000,135098.0000,139361.0000,1099.9100
08126,Hohenlohekreis,Landkreis,71632.0000,72074.0000,72519.0000,73042.0000,74092.0000,74033.0000,74233.0000,107200.0000,107498.0000,107866.0000,108816.0000,110181.0000,110689.0000,111392.0000,61051.0000,61462.0000,63133.0000,63251.0000,64215.0000,43408.0000,44220.0000,45361.0000,46501.0000,47463.0000,776.7800
08127,Schwäbisch Hall,Landkreis,124927.0000,125629.0000,126328.0000,126930.0000,128433.0000,128793.0000,129086.0000,186427.0000,186928.0000,187682.0000,188974.0000,191614.0000,192958.0000,194203.0000,101618.0000,102685.0000,104912.0000,105701.0000,107656.0000,71436.0000,73118.0000,75341.0000,77081.0000,78898.0000,1483.9800
08128,Main-Tauber-Kreis,Landkreis,85181.0000,85054.0000,85086.0000,85239.0000,86444.0000,86008.0000,85404.0000,130431.0000,129842.0000,129857.0000,130299.0000,132181.0000,132274.0000,132189.0000,71707.0000,72098.0000,73917.0000,73536.0000,74320.0000,49030.0000,49814.0000,50876.0000,51626.0000,52642.0000,1304.4000
08135,Heidenheim,Landkreis,81893.0000,82071.0000,82485.0000,83081.0000,84271.0000,84644.0000,84846.0000,127691.0000,127608.0000,127947.0000,128894.0000,130527.0000,131498.0000,132006.0000,67334.0000,67821.0000,68558.0000,68917.0000,69842.0000,47026.0000,47892.0000,48613.0000,49460.0000,50417.0000,627.1300
08136,Ostalbkreis,Landkreis,201060.0000,201657.0000,202260.0000,203192.0000,206244.0000,205069.0000,205044.0000,306425.0000,306484.0000,306933.0000,308205.0000,312650.0000,311587.0000,312422.0000,162914.0000,164473.0000,169528.0000,168398.0000,170431.0000,112293.0000,114671.0000,117739.0000,120241.0000,122200.0000,1511.5400
08211,Baden-Baden,krsfr. Stadt,32306.0000,32581.0000,32907.0000,33147.0000,33691.0000,33758.0000,34031.0000,52424.0000,52585.0000,53012.0000,53342.0000,54160.0000,54307.0000,54718.0000,26079.0000,26348.0000,26625.0000,27024.0000,27406.0000,17649.0000,17941.0000,18402.0000,18831.0000,19276.0000,140.2100
08212,Karlsruhe,krsfr. Stadt,200840.0000,204774.0000,207153.0000,207495.0000,213687.0000,215832.0000,217456.0000,291995.0000,296033.0000,299103.0000,300051.0000,307755.0000,309999.0000,311919.0000,147167.0000,149552.0000,152786.0000,154891.0000,157638.0000,99953.0000,102813.0000,105427.0000,108065.0000,111095.0000,173.4600
08215,Karlsruhe,Landkreis,281622.0000,283678.0000,284978.0000,285184.0000,287687.0000,289432.0000,289580.0000,424510.0000,427106.0000,429186.0000,431315.0000,435841.0000,440337.0000,442673.0000,230168.0000,230577.0000,236094.0000,236906.0000,240246.0000,159862.0000,163001.0000,167142.0000,170122.0000,173421.0000,1084.9600
08216,Rastatt,Landkreis,146449.0000,147133.0000,147858.0000,148461.0000,149965.0000,150192.0000,150393.0000,222201.0000,222472.0000,223311.0000,224687.0000,227474.0000,228907.0000,230216.0000,125541.0000,126290.0000,126639.0000,128697.0000,130221.0000,87481.0000,88819.0000,90803.0000,92449.0000,94269.0000,738.7500
08221,Heidelberg,krsfr. Stadt,107121.0000,108729.0000,110092.0000,111805.0000,113006.0000,115549.0000,115485.0000,148415.0000,150335.0000,152113.0000,154715.0000,156267.0000,159914.0000,160601.0000,63906.0000,64905.0000,65679.0000,67605.0000,69105.0000,42364.0000,43309.0000,44278.0000,45423.0000,47212.0000,108.8300
08222,Mannheim,krsfr. Stadt,198611.0000,201587.0000,203428.0000,205703.0000,210366.0000,208961.0000,211495.0000,291458.0000,294627.0000,296690.0000,299844.0000,305780.0000,304781.0000,307997.0000,151691.0000,152266.0000,154333.0000,155755.0000,158019.0000,104807.0000,107420.0000,109123.0000,111631.0000,114818.0000,144.9600
08225,Neckar-Odenwald-Kreis,Landkreis,94305.0000,94062.0000,93850.0000,93544.0000,94397.0000,94189.0000,93844.0000,142435.0000,141847.0000,141584.0000,141651.0000,142936.0000,143278.0000,143376.0000,76594.0000,76947.0000,78000.0000,77990.0000,78608.0000,52118.0000,53040.0000,54704.0000,55403.0000,56477.0000,1126.2400
08226,Rhein-Neckar-Kreis,Landkreis,346178.0000,347175.0000,349013.0000,349855.0000,354353.0000,354425.0000,354328.0000,525204.0000,527287.0000,531013.0000,534729.0000,541859.0000,544400.0000,546745.0000,276079.0000,278366.0000,284886.0000,286423.0000,290659.0000,191857.0000,195364.0000,199367.0000,203576.0000,207885.0000,1061.7000
08231,Pforzheim,Landkreis,74667.0000,75991.0000,76848.0000,77866.0000,80088.0000,80688.0000,81039.0000,115211.0000,116425.0000,117754.0000,119291.0000,122247.0000,123493.0000,124289.0000,59313.0000,59604.0000,60800.0000,61661.0000,62862.0000,40701.0000,41753.0000,42919.0000,44471.0000,45916.0000,98.0000
08235,Calw,Landkreis,98804.0000,98861.0000,99584.0000,100317.0000,102122.0000,102341.0000,103041.0000,150990.0000,150709.0000,151461.0000,152766.0000,155359.0000,155960.0000,157424.0000,81609.0000,82251.0000,83071.0000,83358.0000,84685.0000,57076.0000,57972.0000,58941.0000,60419.0000,61961.0000,797.5300
08236,Enzkreis,Landkreis,125478.0000,126168.0000,126806.0000,127292.0000,128621.0000,129004.0000,129276.0000,191461.0000,192092.0000,192811.0000,193728.0000,196066.0000,197246.0000,198369.0000,102693.0000,102870.0000,102714.0000,105262.0000,106719.0000,72301.0000,73642.0000,75478.0000,76986.0000,78722.0000,573.6800
08237,Freudenstadt,Landkreis,75738.0000,75914.0000,75747.0000,75961.0000,76777.0000,76834.0000,77083.0000,115220.0000,115055.0000,114793.0000,115147.0000,116233.0000,116692.0000,117456.0000,64410.0000,64548.0000,64976.0000,66195.0000,66663.0000,44688.0000,45403.0000,46109.0000,47143.0000,48196.0000,870.6700
08311,Freiburg im Breisgau,krsfr. Stadt,150933.0000,154248.0000,156045.0000,157180.0000,159949.0000,160265.0000,161323.0000,214234.0000,218043.0000,220286.0000,222203.0000,226393.0000,227590.0000,229636.0000,104847.0000,106734.0000,110983.0000,112886.0000,115424.0000,66258.0000,68642.0000,70440.0000,72410.0000,74441.0000,153.0600
08315,Breisgau-Hochschwarzwald,Landkreis,160216.0000,161391.0000,162986.0000,164282.0000,167149.0000,168327.0000,168784.0000,246437.0000,247711.0000,250137.0000,252749.0000,257343.0000,260416.0000,262405.0000,129425.0000,131165.0000,133765.0000,136649.0000,139736.0000,86297.0000,88453.0000,90957.0000,93061.0000,95357.0000,1378.3400
08316,Emmendingen,Landkreis,103469.0000,104239.0000,104710.0000,105464.0000,106841.0000,107097.0000,107329.0000,156723.0000,157399.0000,158177.0000,159708.0000,162082.0000,163251.0000,164712.0000,85276.0000,86282.0000,89188.0000,89805.0000,91237.0000,59387.0000,60675.0000,62182.0000,63472.0000,64679.0000,679.9000
08317,Ortenaukreis,Landkreis,270066.0000,271640.0000,272375.0000,273799.0000,276293.0000,277220.0000,277835.0000,410408.0000,411700.0000,412678.0000,415639.0000,420106.0000,423359.0000,425932.0000,227803.0000,230638.0000,236649.0000,235166.0000,237863.0000,157593.0000,160139.0000,164211.0000,167257.0000,170927.0000,1860.8100
08325,Rottweil,Landkreis,88108.0000,88112.0000,88118.0000,88530.0000,89476.0000,89743.0000,89902.0000,136049.0000,135553.0000,135319.0000,135912.0000,137500.0000,138327.0000,138858.0000,75458.0000,75990.0000,75697.0000,76817.0000,77641.0000,52173.0000,52589.0000,53529.0000,54746.0000,55805.0000,769.4000
08326,Schwarzwald-Baar-Kreis,Landkreis,131686.0000,132626.0000,132979.0000,133350.0000,135675.0000,135575.0000,135877.0000,203978.0000,204585.0000,205090.0000,206116.0000,209648.0000,210084.0000,211207.0000,110378.0000,110874.0000,112308.0000,112826.0000,114290.0000,76361.0000,77428.0000,78325.0000,80140.0000,81947.0000,1025.2600
08327,Tuttlingen,Landkreis,86215.0000,86649.0000,87374.0000,88299.0000,89798.0000,90476.0000,91070.0000,132192.0000,132476.0000,133198.0000,134607.0000,136606.0000,138119.0000,139397.0000,73906.0000,74526.0000,75613.0000,75741.0000,76627.0000,51951.0000,52750.0000,53722.0000,55053.0000,56498.0000,734.3500
08335,Konstanz,Landkreis,176393.0000,178507.0000,180938.0000,182333.0000,185566.0000,186281.0000,187137.0000,268263.0000,270568.0000,273407.0000,275785.0000,280288.0000,282191.0000,284015.0000,140630.0000,142894.0000,145419.0000,147843.0000,151149.0000,88154.0000,89967.0000,91595.0000,94203.0000,96941.0000,817.9800
08336,Lörrach,Landkreis,144201.0000,145357.0000,146562.0000,147535.0000,149505.0000,149478.0000,149545.0000,219481.0000,220606.0000,221943.0000,223692.0000,226708.0000,227545.0000,228314.0000,121315.0000,123018.0000,124216.0000,126887.0000,128138.0000,66202.0000,67918.0000,69750.0000,71115.0000,72862.0000,806.7700
08337,Waldshut,Landkreis,105764.0000,106417.0000,106958.0000,107407.0000,109256.0000,109469.0000,109896.0000,163141.0000,163699.0000,164265.0000,165211.0000,167861.0000,168852.0000,170198.0000,87618.0000,89495.0000,91129.0000,91495.0000,92698.0000,47613.0000,48697.0000,50030.0000,51076.0000,52368.0000,1131.1500
08415,Reutlingen,Landkreis,179798.0000,180895.0000,182051.0000,183354.0000,186243.0000,186934.0000,187263.0000,273646.0000,274691.0000,276019.0000,278031.0000,282113.0000,284082.0000,285754.0000,147345.0000,149023.0000,150225.0000,151651.0000,154232.0000,102974.0000,104888.0000,107412.0000,110064.0000,112398.0000,1092.7400
08416,Tübingen,Landkreis,148016.0000,149996.0000,151259.0000,152240.0000,154380.0000,155752.0000,155927.0000,212800.0000,214894.0000,216535.0000,218355.0000,221837.0000,224635.0000,225755.0000,111321.0000,112535.0000,113941.0000,115393.0000,117450.0000,74685.0000,76075.0000,77719.0000,79550.0000,81397.0000,519.2000
08417,Zollernalbkreis,Landkreis,120872.0000,120622.0000,120620.0000,121803.0000,123131.0000,121978.0000,122070.0000,185129.0000,184658.0000,184615.0000,186360.0000,188595.0000,187401.0000,188170.0000,100219.0000,100267.0000,100953.0000,101825.0000,103051.0000,69115.0000,69902.0000,71190.0000,72646.0000,73909.0000,917.7200
08421,Ulm,krsfr. Stadt,79740.0000,80172.0000,81162.0000,82126.0000,83440.0000,84449.0000,85510.0000,117541.0000,117977.0000,119218.0000,120714.0000,122636.0000,123953.0000,125596.0000,62298.0000,63116.0000,64280.0000,64949.0000,66044.0000,43680.0000,44154.0000,44917.0000,46221.0000,47591.0000,118.6900
08425,Alb-Donau-Kreis,Landkreis,123177.0000,123970.0000,124723.0000,125544.0000,127572.0000,127985.0000,128466.0000,186444.0000,187123.0000,187892.0000,189129.0000,192104.0000,193318.0000,194629.0000,103739.0000,104374.0000,107161.0000,106475.0000,108083.0000,72922.0000,73852.0000,75080.0000,76992.0000,78584.0000,1358.6800
08426,Biberach,Landkreis,124701.0000,125165.0000,126135.0000,127276.0000,129737.0000,130646.0000,131543.0000,187508.0000,187747.0000,188696.0000,190438.0000,194019.0000,196206.0000,198265.0000,103534.0000,104761.0000,106893.0000,107395.0000,109027.0000,73157.0000,74638.0000,76350.0000,78228.0000,80128.0000,1409.7400
08435,Bodenseekreis,Landkreis,132376.0000,133570.0000,134477.0000,135558.0000,137141.0000,136878.0000,137218.0000,204483.0000,205843.0000,207450.0000,209386.0000,212201.0000,213070.0000,214655.0000,108346.0000,110353.0000,114036.0000,114491.0000,116242.0000,76006.0000,78219.0000,81013.0000,82913.0000,84632.0000,664.8100
08436,Ravensburg,Landkreis,178157.0000,180440.0000,181483.0000,182564.0000,185513.0000,186574.0000,187194.0000,270129.0000,272425.0000,273540.0000,275339.0000,279296.0000,281627.0000,283264.0000,143181.0000,144173.0000,148964.0000,150218.0000,153209.0000,98535.0000,101472.0000,104971.0000,107432.0000,110084.0000,1631.8600
08437,Sigmaringen,Landkreis,83962.0000,84232.0000,84252.0000,84707.0000,86963.0000,86306.0000,85763.0000,127409.0000,127272.0000,127101.0000,127716.0000,130772.0000,130275.0000,130192.0000,68267.0000,69139.0000,69026.0000,70582.0000,71532.0000,46589.0000,47550.0000,48930.0000,49829.0000,50926.0000,1204.3400
09161,"Ingolstadt, Stadt",krsfr. Stadt,84872.0000,86406.0000,87390.0000,88648.0000,89736.0000,90387.0000,91529.0000,126076.0000,127886.0000,129136.0000,131002.0000,132438.0000,133639.0000,135244.0000,68957.0000,69744.0000,72543.0000,73572.0000,74846.0000,49435.0000,51395.0000,53528.0000,54771.0000,57234.0000,133.3700
