Kennziffer,Raumeinheit,Aggregat,Verfgb. Ausbildungsstellen je 100 Bewerber,Verfgb. Ausbildungsstellen je 100 Bewerber (2012=100),"Entwicklung Erwerbsfähige (20-u.65 Jahre), (2015 = 100)",Durchschnittsalter Erwerbsfähige (20-u.65 Jahre) in Jahren,Durchschnittsalter Erwerbsfähige (20-u.65 Jahre) in Jahren,Entwicklung Durchschnittsalter Erwerbsfähige (20-u.65 Jahre) (2015 = 100),Ersatzquote (15-u.20-Jährige je 100 60-u.65-jährige Erwerbsfähige),Ersatzquote (15-u.20-Jährige je 100 60-u.65-jährige Erwerbsfähige),Entwicklung  Ersatzquote (2015 = 100),Alte Erwerbsfähige (50-u.65) je 100 junge Erwerbsfähige (20-u.30),Alte Erwerbsfähige (50-u.65) je 100 junge Erwerbsfähige (20-u.30),Entwicklung Alte Erwerbsfähige (50-u.65) je 100 junge Erwerbsfähige (20-u.30),Junge (unter 20-Jährige) und alte Einwohner (65 und älter) je 100 Einwohner,Junge (unter 20-Jährige) und alte Einwohner (65 und älter) je 100 Einwohner,Entwicklung Junge (unter 20-Jährige) und alte Einwohner (65 und älter) je 100 Einwohner,Junge (u. 20) und alte Einwohner (65+) je 100 Erwerbsfähige (15-64),Junge (u. 20) und alte Einwohner (65+) je 100 Erwerbsfähige (15-64),Entwicklung Junge (u. 20) und alte Einwohner (65+) je 100 Erwerbsfähige (15-64),JungeEinwohner  (u. 20) je 100 Einwohner,JungeEinwohner  (u. 20) je 100 Einwohner,Entwicklung JungeEinwohner  (u. 20) je 100 Einwohner,Alte Einwohner (65+) je 100 Einwohner,Alte Einwohner (65+) je 100 Einwohner,Entwicklung Alte Einwohner (65+) je 100 Einwohner,Regionales Bevölkerungspotenzial (von BBSR),Regionales Bevölkerungspotenzial (von BBSR),Entwicklung Regionales Bevölkerungspotenzial (von BBSR),Erreichbarkeit Agglomerationsräume PKW/Schiene,Erreichbarkeit Agglomerationsräume PKW/Schiene,Entwicklung Erreichbarkeit Agglomerationsräume PKW/Schiene,Hochrangige Verkehrsinfrastruktureinrichtungen (BBSR),Hochrangige Verkehrsinfrastruktureinrichtungen (BBSR),Entwicklung Hochrangige Verkehrsinfrastruktureinrichtungen (BBSR),Haushalte Breitband 50Mbit/s BBSR,Haushalte Breitband 50Mbit/s BBSR,Entwicklung Haushalte Breitband 50Mbit/s BBSR,Haushalte Breitband 100Mbit/s BBSR,Personaleinsatz Wissenstransfereinrichtungen BBSR
,,,2016,2012-16,2015-35,2015,2035,2015-35,2015,2035,2014-35,2015,2035,2015-35,2015,2035,2015-35,2015,2035,2015-35,2015,2035,2015-35,2015,2035,2015-35,1990,2015,1990-2015,2012,2017,2012-17,2012,2017,2012-17,2014,2017,2014-17,2017,2017
083,Schwalm-Eder,Arbeitsmarktregion,98.53054911,97.85102808,75.76821524,44.70294889,44.25949889,99.00800728,77.2179539,67.43231356,87.32724729,229.1246514,217.5694394,94.95680106,40.54733786,49.945608,123.1785134,62.54914725,91.86646888,146.8708574,17.47902753,15.5673648,89.06310591,23.06831033,34.3782432,149.0280073,204349.2361,203518.4552,99.59345041,106.4517345,100.688283,94.58585477,110.8804832,110.8042337,99.93123265,26.04555382,43.11697881,165.5444884,28.41756217,23.05956975
084,Hersfeld,Arbeitsmarktregion,107.6693227,107.6693227,74.82262315,44.76503721,44.53067307,99.47645716,72.70353667,63.3796635,87.17548884,233.6660013,227.087135,97.18449999,41.55262735,49.90305193,120.0960207,65.30164388,91.90800986,140.743792,17.46346087,15.12293016,86.59755515,24.08916648,34.78012177,144.3807605,166896.4001,158055.9601,94.70303737,94.91724331,90.97863718,95.85048407,84.12123115,84.09526985,99.96913822,46.6636971,60.22741252,129.0669541,45.86386882,8.838267891
085,Marburg,Arbeitsmarktregion,95.61068702,94.18659358,84.14408116,42.20663351,42.39479501,100.4458103,87.93514545,74.22372154,84.40734494,138.2565492,145.6771259,105.3672515,37.27519083,44.33195731,118.9315368,54.76394537,74.01913283,135.1603365,17.84323866,15.75522992,88.29803953,19.43195217,28.57672738,147.060507,239176.9169,245510.2585,102.6479736,93.94506234,100.0572384,106.5061174,112.9287943,112.9287943,100,41.07930637,70.58710475,171.8312966,50.24400027,74.78741728
086,Lauterbach,Arbeitsmarktregion,98.59943978,100.1749302,74.99358892,45.14394474,44.52594571,98.63104781,72.42175475,61.37624861,84.74835887,248.806515,229.7981746,92.36019183,40.63050118,50.09652201,123.2978195,62.75757665,92.71629064,147.7372065,16.85681933,14.83345954,87.99678784,23.77368186,35.26306247,148.3281499,184819.5202,191140.4697,103.420066,100.7731427,101.1988811,100.4224721,116.8098513,116.7362471,99.93698802,14.8376456,48.15377238,324.5378254,35.74568414,74.78741728
087,Fulda,Arbeitsmarktregion,107.7050998,103.0957517,81.30863511,43.57965101,43.6993537,100.2746757,93.09702882,73.37483256,78.81543964,184.3800384,193.8514841,105.1369149,39.98998303,48.3878405,120.9999026,60.76784305,86.12990823,141.7359971,19.18018494,17.11493841,89.23239512,20.80979808,31.27290208,150.2796998,175532.2811,183903.4175,104.7690011,73.49343308,74.49343308,101.3606658,97.24766465,94.22597,96.89278435,64.66205596,78.84245216,121.9300113,64.53687001,8.838267891
088,Wetzlar,Arbeitsmarktregion,105,103.0514316,81.222379,43.97831585,43.79334207,99.57939777,85.02267435,72.29790471,85.03367515,199.1362631,198.8939165,99.87830113,40.17884871,48.03770869,119.5596943,61.48718636,85.15208695,138.4875321,18.39768755,16.32851188,88.75306657,21.78116116,31.70919682,145.5808374,338095.7531,356883.6577,105.5569774,79.76251248,79.61154687,99.81073113,87.92874452,87.92874452,100,38.72613759,81.50096152,210.4546608,40.13576371,74.78741728
089,Gießen,Arbeitsmarktregion,98.57988166,100.0884614,82.7839196,42.28747487,42.39962213,100.2652021,81.18647318,73.92949009,91.06133964,139.8164481,146.5446868,104.812194,36.94225384,44.33401618,120.0089642,54.2565445,74.14526292,136.65681,17.2949336,15.59333488,90.16128796,19.64732024,28.7406813,146.2829584,346561.8979,374287.7617,108.0002631,79.17501971,78.38081533,98.99690031,63.69728804,63.69728804,100,55.72422008,76.61185169,137.4839371,57.55572259,74.78741728
090,Limburg,Arbeitsmarktregion,105.0445104,101.692026,82.51208391,44.25346862,43.71382917,98.7805714,85.158793,76.85602645,90.25025337,211.6290143,196.9603669,93.06869735,39.84720784,48.74177902,122.3216924,60.51196797,87.16195652,144.0408558,18.92715887,17.47225228,92.31312739,20.92004897,31.26952674,149.4715753,372478.594,406028.5296,109.0072117,54.08636293,53.08636293,98.15110511,60.41759401,60.41759401,100,35.61723602,79.27119417,222.5641375,37.67181548,74.78741728
091,Wiesbaden,Arbeitsmarktregion,102.484472,99.91989431,91.18218603,43.3060763,43.46834407,100.3746998,84.35660219,71.80903462,85.12556547,182.2140988,189.5205698,104.0098275,39.28628432,45.09230934,114.7787583,59.80607836,76.07415989,127.2013848,18.45437094,17.22922238,93.36120115,20.83191338,27.86308696,133.7519337,687964.6428,761109.676,110.6320919,58.2895252,57.44510715,98.55133826,36.3526327,36.3526327,100,84.92412972,91.20334848,107.3939159,84.80511755,27.45685888
092,Frankfurt/Main,Arbeitsmarktregion,99.85603225,96.61895194,91.15671215,42.8588675,43.21961133,100.8417017,84.58764667,73.75829692,87.19748075,168.6849691,180.6137464,107.0716302,37.82868508,43.41474345,114.7667263,56.48108166,71.13801055,125.9501562,18.51050533,17.54150969,94.76515834,19.31817974,25.87323377,133.932048,934081.4263,1043810.123,111.7472304,47.38305524,46.2924887,97.69840392,33.15221451,33.15221451,100,76.84416919,93.07929003,121.1273295,79.07032017,31.44328888
093,Hanau,Arbeitsmarktregion,103.7313433,100.4910046,89.99364483,43.93718705,43.7610751,99.59917337,82.88916848,70.43885223,84.9795619,200.5667999,198.8295703,99.13383994,39.60198032,46.56069649,117.5716369,60.2647479,80.48112678,133.5459445,18.20671108,16.61542825,91.25991058,21.39526924,29.94526824,139.9621005,538855.6959,595877.4708,110.5820121,58.65351822,57.73185452,98.42863015,51.22552648,50.96121283,99.48401965,89.81634242,92.5888949,103.0869131,60.42173518,27.45685888
094,Darmstadt,Arbeitsmarktregion,101.5481172,97.95957467,88.61541841,42.84057448,43.0210642,100.4213055,85.17964072,77.9770388,91.54422129,159.6966912,170.5456014,106.7934471,37.80727462,44.77510451,118.4298656,56.22235918,74.97583286,133.3558996,18.25760629,17.58273854,96.30363509,19.54966833,27.19236597,139.0937458,714000.2163,793282.7321,111.1039904,46.0033281,49.39997174,107.3834737,37.58371322,37.58371322,100,67.82820411,90.52698299,133.4651037,61.36624868,59.92040015
095,Erbach,Arbeitsmarktregion,101.4953271,98.00122568,82.80181438,44.42011514,43.98927563,99.03008015,76.37507314,68.29226848,89.41695984,213.1296296,205.7319539,96.52902518,40.48200027,49.18905031,121.5084481,62.33830607,89.25040306,143.1710431,17.65707581,15.7072659,88.95734528,22.82492446,33.48178441,146.6895738,419956.2608,456375.373,108.6721203,81.66846754,81.66846756,100,128.2582203,128.2582203,100,92.51097208,92.68518101,100.1883116,28.05779721,59.92040015
096,Altenkirchen,Arbeitsmarktregion,105.3613054,102.7325303,80.49715687,44.31082738,43.91730663,99.11190838,81.97831978,73.30565229,89.42077916,209.4396493,203.9161611,97.3627304,40.28534937,48.98207156,121.5878038,61.62790698,88.18959744,143.1001015,18.43400517,16.50424447,89.53151697,21.85134419,32.4778271,148.6307973,372417.678,392957.4612,105.5152546,89.11604171,88.75463606,99.594455,138.5029262,138.5029262,100,34.96910945,43.20676718,123.556956,28.00840686,5.392618877
097,Montabaur,Arbeitsmarktregion,103.5044825,99.88957183,82.06738959,44.30833437,44.05054473,99.41819154,85.25258627,73.08704953,85.73000859,215.2874088,210.9747546,97.99679218,39.58432692,48.71800197,123.0739683,59.90048239,87.16081266,145.5093668,18.92718191,17.03255621,89.98992185,20.65714501,31.68544577,153.3873425,331768.9127,357278.2806,107.6888964,63.86218939,63.03734645,98.70840173,90.22494459,90.22494459,100,73.76327288,88.6104862,120.1281922,77.3942886,5.392618877
098,Neuwied,Arbeitsmarktregion,105.4438861,102.7401967,83.56825135,44.44071996,43.87207474,98.72044104,84.07866819,76.85818727,91.41223205,215.2911647,202.4155811,94.01945568,40.81828734,49.19298246,120.5170174,62.8905147,88.65935919,140.9741352,18.74385618,17.30480673,92.32255394,22.07443116,31.88817572,144.4575196,427396.023,469244.803,109.7915698,79.60482986,79.60741096,100.0032424,74.50929271,74.50929271,100,61.20663867,80.55941186,131.6187486,66.29887611,5.392618877
099,Ahrweiler,Arbeitsmarktregion,106.3146998,102.7260179,85.30916671,44.78752233,44.19606334,98.67941122,79.04662733,66.34058437,83.92588857,232.7214563,218.2598154,93.78585834,41.24608313,49.70913763,120.5184441,64.25880954,91.37099022,142.1921615,17.04735243,15.13920697,88.80679292,24.19873069,34.56993066,142.8584461,412578.9132,455425.5043,110.3850657,78.95478488,77.67745926,98.3822062,68.86108004,68.74657895,99.83372162,49.78746373,67.12477454,134.8226431,48.0215167,5.392618877
100,Koblenz,Arbeitsmarktregion,105.6715488,103.2456373,82.4204785,43.93386903,43.66293847,99.38332188,74.40092931,71.79670439,96.49974141,197.4425536,194.6560304,98.58869168,39.44630325,47.50681888,120.4341471,60.09925884,83.63238769,139.1571033,17.36394465,16.0210193,92.26601226,22.08235859,31.48579957,142.5834991,350468.2765,376996.7054,107.5694237,73.91556642,74.6361356,100.9748544,78.43808773,78.45955849,100.0273729,68.30042951,86.4385568,126.5563883,66.69991883,5.392618877
101,Bad Kreuznach,Arbeitsmarktregion,98.91107078,100.7110903,83.54702238,44.61729155,44.18160386,99.02350038,74.99321206,69.48337168,92.65288121,226.0942964,215.7930309,95.44381896,40.42818568,49.01672813,121.2439473,62.29394516,88.54348835,142.1381936,17.92786421,16.2941254,90.88715309,22.50032146,32.72260274,145.4317122,286740.8793,311126.3566,108.5043602,82.26302198,82.30805854,100.054747,87.80063819,87.80538529,100.0054067,66.41693674,79.18259578,119.2204875,58.196045,74.2690656
102,Idar-Oberstein,Arbeitsmarktregion,98.95652174,100.7616988,76.16519174,44.8653603,43.88212349,97.80847227,67.32186732,71.9506624,106.875619,229.8723698,202.1916962,87.95824241,40.87675806,50.31475933,123.0889183,63.62807834,93.14977861,146.3972841,16.90232083,15.80669104,93.51787367,23.97443723,34.50806828,143.9369273,206003.5103,202489.8792,98.29438292,115.2875955,115.2875953,99.99999983,121.5433543,123.1133001,101.2916755,54.04383023,75.31816529,139.3649654,49.85455301,74.2690656
103,Cochem,Arbeitsmarktregion,106.5708419,104.9479357,79.08715485,44.84886232,44.29478516,98.76456809,77.16447808,69.38559322,89.91908576,232.5539297,219.764659,94.50051403,41.30386565,50.85703743,123.1290017,64.3474183,94.99389117,147.6265772,17.62674271,16.07909567,91.21989201,23.67712294,34.77794177,146.8841542,171968.6169,183010.497,106.4208693,102.5405197,102.9225273,100.3725431,71.90314629,105.4803421,146.6978116,39.27405483,75.8616226,193.1596392,15.42021294,5.392618877
104,Simmern,Arbeitsmarktregion,99.02234637,99.49898823,81.26029926,44.73177444,44.38609263,99.22721196,76.80131004,66.38723198,86.44023383,231.262805,227.7627369,98.48654084,39.74800679,48.71986856,122.5718533,60.37067197,87.68482126,145.2440703,17.90263808,15.40109399,86.02695264,21.84536871,33.31877457,152.5209989,213821.7195,227110.4245,106.2148527,78.45506208,79.13377684,100.8651,73.66840896,77.25839661,104.8731711,5.126877266,78.20120691,1525.31849,44.17830867,5.392618877
105,Trier,Arbeitsmarktregion,103.8338658,102.2716712,85.65370893,42.57352474,42.93311597,100.8446358,77.27499688,71.00992811,91.89250207,149.9594397,163.3082124,108.9015888,36.36291591,44.15299171,121.4231329,53.05121979,73.51788008,138.5790569,17.32516533,15.76158887,90.97511373,19.03775058,28.39140284,149.1321295,227715.8448,255782.2848,112.325203,118.2542675,118.2542675,100,50.3839082,50.52666068,100.2833295,57.35276742,79.56292123,138.7255137,55.93790821,12.87722336
106,Bernkastel-Wittlich,Arbeitsmarktregion,103.7259615,102.1492368,82.63161836,44.58523927,44.29298157,99.34449672,73.67964295,67.50324535,91.61722648,225.2953902,220.5907534,97.9117918,39.68780206,48.28407248,121.6597291,60.42526269,86.0632592,142.4292678,17.71018708,15.98188925,90.24122206,21.97761497,32.30218323,146.9776555,155395.3799,165005.6834,106.1844203,110.7803228,110.7803229,100.0000001,71.14563352,91.55985825,128.6935736,38.0856433,67.4164236,177.012695,34.38224516,12.87722336
107,Daun,Arbeitsmarktregion,103.7117904,101.8671143,78.35920052,44.93827213,44.59188975,99.22920405,79.41242938,68.44673353,86.19146155,237.7054362,233.3839479,98.18199857,41.53029852,51.01442104,122.8366346,64.61028107,95.44688027,147.7270779,17.93282423,16.14413969,90.02563948,23.5974743,34.87028135,147.7712441,144587.4063,151759.9633,104.9607066,101.2630574,101.2630574,100,124.100595,142.1260836,114.524901,13.45679882,54.37308052,404.0565758,14.06062225,12.87722336
108,Bitburg,Arbeitsmarktregion,103.8942976,102.2876848,83.37294192,44.16933953,44.06404315,99.76160751,82.73403125,76.3536669,92.28810169,208.218313,212.1133104,101.8706315,39.29968762,48.13719755,122.4874814,59.22242032,85.04509583,143.602871,18.90158473,17.37303909,91.91313497,20.39810289,30.76415847,150.8187239,126648.7401,137714.9292,108.7377018,105.5435277,105.5435278,100.0000001,109.110228,119.6893831,109.6958418,17.54147211,34.17115758,194.8021087,11.28475965,12.87722336
109,Kaiserslautern,Arbeitsmarktregion,106.116208,103.6802548,81.22754827,43.85279618,43.36742908,98.8931901,73.19935691,75.2512693,102.8031836,188.2619171,180.9139214,96.0969293,38.58157781,46.93122922,121.6415499,57.88650196,81.60885946,140.9808102,17.59970812,16.33703305,92.82559085,20.98186968,30.59419617,145.8125354,308028.4577,314531.6482,102.1112304,73.16112982,73.16112983,100,69.2707035,69.2707035,100,69.62023077,74.92428328,107.6185506,58.12613723,55.14605067
110,Landau,Arbeitsmarktregion,106.4748201,100.0646014,85.34483676,44.10745098,44.05602368,99.8834045,76.36171845,67.51453488,88.41411149,201.9483736,210.0965001,104.0347572,38.74081122,47.25648241,121.981138,58.30194971,82.87865511,142.1541741,17.31140191,15.82535634,91.41579878,21.42940931,31.43112607,146.6728533,379743.8526,415980.42,109.542371,58.83477388,59.7106461,101.4886982,76.67170526,76.67170526,100,60.21900933,77.22023478,128.2323234,63.58801366,2.810137899
111,Mainz,Arbeitsmarktregion,105.0965251,103.1252808,88.59206517,42.22347774,42.4916627,100.635156,80.74689136,76.44683136,94.67464329,141.4677277,151.3079655,106.9558181,36.20529179,43.3409472,119.7088742,52.79304434,71.0709191,134.621748,17.45450403,16.85126236,96.54391975,18.75078776,26.48968483,141.2723837,647191.6707,728562.0717,112.5728443,56.55823759,50.37613053,89.06948426,38.73423888,38.68328522,99.86845316,67.12767024,91.70300478,136.6098428,85.62747112,74.2690656
112,Alzey-Worms,Arbeitsmarktregion,105.0381679,103.0735262,85.80704355,44.10608057,43.63149093,98.92398137,79.72334214,77.11315474,96.72594333,204.1266042,193.4025167,94.7463548,38.48421114,47.33655475,123.0025336,57.39765451,82.60529963,143.9175526,18.9297533,17.34800939,91.64413882,19.55445783,29.98854536,153.3591246,518203.1186,570972.9549,110.183234,52.66775314,53.31719692,101.2330956,58.14008676,58.14008676,100,72.43178675,87.18065115,120.3624197,78.32861788,74.2690656
113,Pirmasens,Arbeitsmarktregion,106.2240664,107.2882419,74.59892249,44.83855821,44.09825123,98.34895008,67.5848967,68.75893152,101.737126,229.0956465,210.3331538,91.81019238,40.51759883,49.5979815,122.4109595,62.779129,90.82116676,144.6677713,16.36318402,14.9490328,91.35772587,24.15441481,34.6489487,143.4476843,290826.0305,285146.5799,98.04713129,94.20049013,94.20051021,100.0000213,68.55608992,68.54528835,99.9842442,63.54436917,74.87071466,117.8243102,56.9788855,55.14605067
114,Ludwigshafen,Arbeitsmarktregion,101.6637257,99.05405421,87.95524775,44.01062559,43.85813577,99.65351591,78.39132562,73.22553145,93.41024771,203.8998914,203.6424855,99.87375868,39.86544217,46.90699414,117.6632983,61.10230629,81.4644867,133.324733,17.93113983,16.89155944,94.20237421,21.93430234,30.0154347,136.8424408,647936.4721,694822.5514,107.2362155,37.06333239,37.17637393,100.3049956,65.25205882,71.32203824,109.3023569,83.65257836,89.94734006,107.5248867,81.2975547,2.810137899
115,Germersheim,Arbeitsmarktregion,106.4327485,99.96227127,89.31898184,43.79972932,43.38552486,99.05432186,82.25710548,75.35973513,91.61486378,192.9011745,183.3865087,95.0675957,37.7213046,45.94424149,121.7991848,55.6747033,78.39352265,140.8063591,18.63351088,17.08748318,91.70297153,19.08779372,28.85675832,151.1791186,472910.5592,527435.0454,111.5295557,51.2119219,52,101.5388567,71.92263856,74.35653914,103.3840535,58.76499697,70.24088643,119.5284439,53.42920162,2.810137899
116,Merzig,Arbeitsmarktregion,106.3660477,105.9773777,81.14455264,44.89701078,44.5013615,99.11876253,70.17178553,62.9417235,89.69662525,242.5282042,235.4330709,97.07451208,38.80883858,47.89508888,123.4128375,58.44835862,85.19152772,145.7552098,17.18946169,14.79214383,86.05356058,21.6193769,33.10294505,153.1170173,296032.9973,300699.4981,101.5763448,118.8877865,118.8877865,100,90.53537295,90.53537295,100,49.6822658,61.86940148,124.5301527,36.52630907,53.22726821
117,St. Wendel,Arbeitsmarktregion,106.3076923,100.3369863,72.46814659,45.2715937,44.49476941,98.28408009,64.11420205,62.64785225,97.71290954,254.1268271,233.5367812,91.89772834,39.11200484,49.94426586,127.6954891,59.35841859,92.54286949,155.9052139,15.73986266,13.88039195,88.18623294,23.37214218,36.06387391,154.3028176,323731.4601,309366.6812,95.56274856,105.1923091,105.192309,99.99999996,87.66297914,87.66297914,100,50.75564612,63.4809882,125.0717764,40.2713698,53.22726821
118,Saarbrücken,Arbeitsmarktregion,106.3700919,102.8365028,78.22571159,44.10079387,43.52655482,98.69789407,65.90991067,68.94620786,104.6067384,200.8159713,189.1990186,94.21512507,38.82794762,47.03217782,121.1297035,58.89458859,82.5201294,140.1149603,15.78801523,14.77742605,93.59901058,23.03993239,32.25475177,139.9949931,470983.3948,442804.2375,94.01695312,100.2715707,100.2131798,99.94176718,37.43827889,37.43699222,99.99656321,67.35810138,80.80005854,119.9559621,69.92173804,53.22726821
119,Homburg/Saar,Arbeitsmarktregion,106.3748811,101.3518478,77.60682761,44.6815631,43.90978593,98.27271672,64.44296197,69.0792119,107.1943464,224.3870154,207.7078218,92.56677415,39.89065278,48.2752172,121.0188699,61.50145725,86.60655623,140.8203319,15.61430509,14.66318619,93.9086697,24.27634769,33.61203101,138.4558808,413624.1262,390068.7586,94.30512726,89.74396896,88.51923616,98.63530351,30.96468858,30.96468858,100,73.70287001,91.51884058,124.1726958,87.15362319,53.22726821
120,Stuttgart,Arbeitsmarktregion,108.5315213,100.2945345,93.74787555,42.69832673,43.18776317,101.1462661,91.30713293,75.58049666,82.77611424,160.3419815,179.4603176,111.923475,38.50434964,43.90029566,114.0138609,57.79983784,72.48159795,125.4010403,18.5855615,17.62437419,94.82831167,19.91878814,26.27592147,131.9152615,861032.3776,951110.3095,110.4616196,47.72582786,47.76601493,100.084204,46.59356545,44.20596,94.87567558,75.65161624,87.08979648,115.1195451,73.82759301,34.58593854
121,Göppingen,Arbeitsmarktregion,107.948244,98.7687688,86.45127248,43.75319641,43.71900872,99.92186241,90.19443729,72.07075409,79.90598562,192.4986904,197.3548893,102.5227179,40.59866668,47.22309408,116.3168595,62.42994235,82.48167811,132.1187799,18.71144812,16.81176179,89.84746493,21.88721856,30.41133229,138.9456235,487815.1205,526640.2557,107.9589856,64.78104207,64.58314851,99.69451933,62.13025552,62.13025552,100,82.23635004,92.8294265,112.8812581,84.95067926,34.58593854
122,Heilbronn,Arbeitsmarktregion,103.5856574,100.1434756,90.98474392,43.31685417,43.6622816,100.7974435,93.98884909,73.94972754,78.67925638,179.1031637,196.520085,109.7245191,38.87568063,45.36203326,116.6848593,58.20507009,76.57535258,131.5613098,19.40010774,17.40738392,89.72828474,19.47557289,27.95464934,143.5369809,479877.7222,544414.522,113.4485926,68.38475445,68.41202524,100.0398785,106.2705067,106.2705067,100,63.59450895,77.53776464,121.925251,61.64667362,6.26557927
123,Schwäbisch Hall,Arbeitsmarktregion,107.7549272,100.635983,88.62457267,43.55233352,43.70983584,100.3616392,91.78498454,81.60288498,88.90657375,186.6592951,198.176271,106.1700522,38.78979529,46.98368518,121.1238286,57.83794291,81.04933923,140.1317805,19.93207557,18.55688627,93.10062165,18.85771972,28.42679891,150.7435646,235106.1954,264100.0436,112.3322349,79.30329414,79.34847011,100.0569661,114.7458495,114.6629604,99.92776288,66.98663715,75.16203299,112.2045175,63.61722982,6.26557927
124,Tauberbischofsheim,Arbeitsmarktregion,107.7745384,101.841995,81.77081303,44.32450396,44.09373908,99.47937402,82.08436168,70.36079141,85.71765678,213.6331841,214.4662269,100.3899407,40.41714733,48.75532357,120.6302938,61.94408847,87.57075368,141.370639,18.30710033,16.30986214,89.09036299,22.11004699,32.44546143,146.74533,181787.1467,194006.6044,106.7218491,88.86011061,88.71757312,99.83959339,129.7851345,129.5866046,99.8470319,56.69983678,70.28667444,123.9627456,54.03607434,6.26557927
125,Heidenheim,Arbeitsmarktregion,111.1111111,104.6813311,83.51465781,43.84039874,43.86878329,100.0647452,90.97360558,74.95928339,82.39673795,196.1160994,205.1474629,104.6051107,41.25601127,47.48114758,115.0890406,63.96763604,83.04914892,129.8299485,18.93776613,17.02995324,89.92588208,22.31824514,30.45119434,136.4408095,262324.7233,280632.9891,106.9792376,96.04384023,95.36957556,99.29796157,107.8764593,107.8764593,100,65.2376337,85.38402119,130.8815424,63.01405135,12.56228141
126,Aalen,Arbeitsmarktregion,111.1271676,104.8071391,85.82497499,43.55482711,43.65939746,100.240089,94.64341327,75.68172135,79.96512249,184.4818716,194.2306364,105.2844026,39.9903307,47.43063237,118.6052517,60.65932011,82.81128028,136.5186424,19.72958416,17.91900431,90.82302075,20.26074655,29.51162806,145.6591345,297302.6084,319798.2923,107.5665949,72.36936012,72.11483951,99.64830336,107.9787559,107.9787559,100,64.33456114,80.65590336,125.3694778,60.04256329,12.56228141
127,Baden-Baden,Arbeitsmarktregion,105.6330472,98.58062316,90.62068883,44.2530089,44.00641425,99.44276186,79.57847677,70.19128883,88.20386074,215.2106212,212.4601987,98.72198571,40.03123819,47.13793151,117.7528691,61.30297073,82.36887884,134.3636008,17.77438611,16.27261627,91.55093273,22.25685208,30.86531524,138.6778109,399136.9335,441263.8734,110.5545081,47.34450114,48.64750083,102.7521669,35.10270894,35.10270894,100,65.05558963,88.2171606,135.6027378,59.22472791,92.15588553
128,Karlsruhe,Arbeitsmarktregion,105.630355,101.4432058,90.40746091,42.67563508,43.15945096,101.1337052,82.36761538,70.52863337,85.62665442,156.0127367,175.6212516,112.5685347,37.38729148,44.20381195,118.2321858,55.35737592,73.68231079,133.1029688,17.46407363,16.2029939,92.77900588,19.92321785,28.00081805,140.5436524,584681.3199,656412.5007,112.2684236,42.08442834,44.20263642,105.0332348,50.15980793,50.14993641,99.98031987,80.55395665,86.19544277,107.0033632,78.37215173,92.15588553
129,Heidelberg,Arbeitsmarktregion,106.4969271,101.1137632,90.08617877,42.6682094,42.97631846,100.7221045,84.18537398,77.09730294,91.58040083,155.4325274,168.5159519,108.4174302,37.85591705,44.87080756,118.5304995,56.40132137,75.34164569,133.5813486,17.81247058,17.20873586,96.61060646,20.04344646,27.6620717,138.010555,632648.6198,694188.0998,109.7272764,39.34626938,39.44943886,100.2622091,68.93061157,69.18606138,100.3705898,79.79836599,87.07929844,109.1241623,78.7184115,115.7254492
130,Mannheim,Arbeitsmarktregion,102.8978389,98.29729681,90.63744964,42.75322118,43.17891391,100.9956974,80.83394509,70.3173854,86.98992153,158.6934634,177.2948602,111.7215898,37.55605698,43.6458727,116.2152692,55.80045278,72.0883505,129.189544,17.10276348,15.99919133,93.5474045,20.4532935,27.64668138,135.1698267,756551.3509,806551.1515,106.6089104,28.48013341,28.48013341,100,56.7821368,56.7821368,100,84.0828874,91.72468892,109.0884147,78.34044787,89.83840596
131,Mosbach,Arbeitsmarktregion,107.7333333,101.7647276,82.56772536,44.34678888,44.11421844,99.47556418,83.64983306,69.29986181,82.84518843,214.3627697,215.3628731,100.4665471,39.66804745,48.71815327,122.8145986,60.1215072,87.54968786,145.6212459,18.42153465,15.95146751,86.59141495,21.24651281,32.76668576,154.2214765,289241.7121,316758.6057,109.5134596,82.014731,81.62675203,99.52693989,153.394335,153.394335,100,39.21790342,69.21391991,176.4855178,32.70963164,115.7254492
132,Pforzheim,Arbeitsmarktregion,108.7594697,108.470983,87.7229632,43.54893138,43.57229651,100.0536526,91.68137001,79.18726571,86.37225394,185.1635953,191.9590594,103.6699785,40.12431205,47.00137213,117.1393844,61.21933675,81.43608491,133.0234681,19.01980782,17.50634288,92.04269066,21.10450423,29.49502925,139.7570345,582475.7433,648985.3018,111.4184254,50.30397513,50.67400622,100.7355901,51.80430731,51.76090107,99.91621114,70.32601599,83.46252538,118.6794449,70.3572936,3.043448325
133,Calw,Arbeitsmarktregion,108.8178295,94.84797297,88.23581219,44.08658006,43.85686035,99.47893505,91.83776167,75.77803566,82.51293833,204.4935351,203.9744046,99.7461384,40.35236332,47.62632896,118.0261205,61.47559024,83.45623597,135.7550788,19.50737428,17.75434057,91.01348193,20.84498903,29.87198839,143.3053687,446770.0918,493154.3134,110.3821233,83.20007677,83.41927107,100.2634544,94.64622899,93.34980408,98.63024135,56.26201495,69.6987279,123.8823884,54.95568675,3.043448325
